onset	duration	trial_type	onset_response	response_time	news_no	news_type	value
0.036	4.963	intro&rest	n/a	n/a	n/a	n/a	n/a
5.12	17.879	realrating	23.102	3	100	R	5
26.136	2.158	fixations	n/a	n/a	n/a	n/a	n/a
28.402	17.892	realrating	46.402	3	105	R	1
49.435	1.423	fixations	n/a	n/a	n/a	n/a	n/a
50.968	17.89	realrating	68.951	3	108	R	5
71.984	2.17	fixations	n/a	n/a	n/a	n/a	n/a
74.267	17.887	realrating	92.25	3	107	R	1
95.284	2.033	fixations	n/a	n/a	n/a	n/a	n/a
97.417	17.9	realrating	115.416	3	24	R	1
118.45	2.048	fixations	n/a	n/a	n/a	n/a	n/a
120.616	17.882	realrating	138.599	3	28	R	5
141.632	1.399	fixations	n/a	n/a	n/a	n/a	n/a
143.132	17.899	realrating	161.132	3	104	R	5
164.165	2.545	fixations	n/a	n/a	n/a	n/a	n/a
166.832	17.878	realrating	184.814	3	94	R	5
187.848	1.758	fixations	n/a	n/a	n/a	n/a	n/a
189.714	17.892	realrating	207.714	3	103	R	5
210.747	1.314	fixations	n/a	n/a	n/a	n/a	n/a
212.164	17.897	realrating	230.163	3	27	R	1
233.196	1.312	fixations	n/a	n/a	n/a	n/a	n/a
234.546	4.962	intro&rest	n/a	n/a	n/a	n/a	n/a
239.613	17.895	fakerating	257.612	3	131	F	2
260.646	2.274	fixations	n/a	n/a	n/a	n/a	n/a
263.012	17.908	fakerating	281.012	3	58	F	1
284.045	1.945	fixations	n/a	n/a	n/a	n/a	n/a
286.095	17.895	fakerating	304.094	3	128	F	1
307.128	1.63	fixations	n/a	n/a	n/a	n/a	n/a
308.861	17.897	fakerating	326.86	3	127	F	1
329.894	2.505	fixations	n/a	n/a	n/a	n/a	n/a
332.51	17.889	fakerating	350.51	3	85	F	3
353.543	2.461	fixations	n/a	n/a	n/a	n/a	n/a
356.109	17.895	fakerating	374.109	3	72	F	1
377.142	1.897	fixations	n/a	n/a	n/a	n/a	n/a
379.142	17.897	fakerating	397.125	3	91	F	1
400.158	2.144	fixations	n/a	n/a	n/a	n/a	n/a
402.392	17.91	fakerating	420.408	3	61	F	1
423.441	2.146	fixations	n/a	n/a	n/a	n/a	n/a
425.691	17.896	fakerating	443.69	3	57	F	1
446.724	2.573	fixations	n/a	n/a	n/a	n/a	n/a
449.407	17.89	fakerating	467.406	3	74	F	2
470.44	1.911	fixations	n/a	n/a	n/a	n/a	n/a
472.389	4.962	intro&rest	n/a	n/a	n/a	n/a	n/a
477.456	17.895	fakerating	495.455	3	53	F	1
498.489	1.558	fixations	n/a	n/a	n/a	n/a	n/a
500.139	17.908	fakerating	518.138	3	75	F	3
521.171	2.287	fixations	n/a	n/a	n/a	n/a	n/a
523.555	17.903	fakerating	541.554	3	62	F	4
544.587	2.144	fixations	n/a	n/a	n/a	n/a	n/a
546.837	17.894	fakerating	564.82	3	89	F	1
567.853	2.484	fixations	n/a	n/a	n/a	n/a	n/a
570.437	17.9	fakerating	588.436	3	90	F	2
591.469	1.624	fixations	n/a	n/a	n/a	n/a	n/a
593.203	17.89	fakerating	611.202	3	33	F	1
614.235	2.46	fixations	n/a	n/a	n/a	n/a	n/a
616.785	17.91	fakerating	634.785	3	77	F	3
637.818	1.431	fixations	n/a	n/a	n/a	n/a	n/a
639.351	17.898	fakerating	657.351	3	76	F	2
660.384	1.875	fixations	n/a	n/a	n/a	n/a	n/a
662.367	17.892	fakerating	680.35	3	36	F	2
683.383	1.687	fixations	n/a	n/a	n/a	n/a	n/a
685.15	17.92	fakerating	703.166	3	63	F	4
706.199	2.059	fixations	n/a	n/a	n/a	n/a	n/a
708.283	4.975	intro&rest	n/a	n/a	n/a	n/a	n/a
713.366	17.892	realrating	731.365	3	134	R	5
734.399	1.884	fixations	n/a	n/a	n/a	n/a	n/a
736.382	17.901	realrating	754.381	3	102	R	4
757.415	2.007	fixations	n/a	n/a	n/a	n/a	n/a
759.515	17.907	realrating	777.531	3	119	R	2
780.564	2.087	fixations	n/a	n/a	n/a	n/a	n/a
782.747	17.904	realrating	800.747	3	114	R	2
803.78	1.678	fixations	n/a	n/a	n/a	n/a	n/a
805.563	17.895	realrating	823.563	3	115	R	5
826.596	1.445	fixations	n/a	n/a	n/a	n/a	n/a
828.13	17.911	realrating	846.145	3	121	R	5
849.179	2.566	fixations	n/a	n/a	n/a	n/a	n/a
851.845	17.9	realrating	869.845	3	118	R	1
872.878	2.7	fixations	n/a	n/a	n/a	n/a	n/a
875.678	17.9	realrating	893.677	3	112	R	1
896.711	1.473	fixations	n/a	n/a	n/a	n/a	n/a
898.294	17.89	realrating	916.277	3	116	R	2
919.31	2.138	fixations	n/a	n/a	n/a	n/a	n/a
921.543	17.905	realrating	939.559	3	113	R	4
942.593	1.727	fixations	n/a	n/a	n/a	n/a	n/a
944.359	1.961	intro&rest	n/a	n/a	n/a	n/a	n/a
