onset	duration	trial_type	onset_response	response_time	news_no	news_type	value
0.03	4.969	intro&rest	n/a	n/a	n/a	n/a	n/a
5.097	17.902	sharingrating1	23.112	3	98	R	5
26.145	2.962	fixations	n/a	n/a	n/a	n/a	n/a
29.195	17.912	sharingrating1	47.195	3	23	R	1
50.228	1.175	fixations	n/a	n/a	n/a	n/a	n/a
51.495	17.908	sharingrating1	69.494	3	40	F	6
72.528	1.828	fixations	n/a	n/a	n/a	n/a	n/a
74.444	17.912	sharingrating1	92.46	3	83	F	5
95.494	1.419	fixations	n/a	n/a	n/a	n/a	n/a
97.01	17.903	sharingrating1	115.01	3	18	R	3
118.043	1.87	fixations	n/a	n/a	n/a	n/a	n/a
120.009	17.904	sharingrating1	138.009	3	35	F	2
141.042	2.359	fixations	n/a	n/a	n/a	n/a	n/a
143.492	17.909	sharingrating1	161.492	3	71	F	1
164.525	2.18	fixations	n/a	n/a	n/a	n/a	n/a
166.791	17.914	sharingrating1	184.808	3	49	F	2
187.741	2.057	fixations	n/a	n/a	n/a	n/a	n/a
189.891	17.907	sharingrating1	207.89	3	51	F	1
210.924	2.052	fixations	n/a	n/a	n/a	n/a	n/a
213.073	17.903	sharingrating1	231.073	3	67	F	2
234.006	1.768	fixations	n/a	n/a	n/a	n/a	n/a
235.873	17.901	sharingrating1	253.872	3	7	R	5
256.906	2.765	fixations	n/a	n/a	n/a	n/a	n/a
259.772	17.899	sharingrating1	277.772	3	117	R	4
280.805	1.838	fixations	n/a	n/a	n/a	n/a	n/a
282.738	17.905	sharingrating1	300.754	3	129	F	3
303.821	2.147	fixations	n/a	n/a	n/a	n/a	n/a
306.087	17.881	sharingrating1	324.07	3	111	R	3
327.104	1.468	fixations	n/a	n/a	n/a	n/a	n/a
328.687	17.885	sharingrating1	346.67	3	93	R	3
349.703	2.006	fixations	n/a	n/a	n/a	n/a	n/a
351.819	17.89	sharingrating1	369.802	3	19	R	1
372.836	1.063	fixations	n/a	n/a	n/a	n/a	n/a
374.002	17.897	sharingrating1	392.002	3	11	R	3
395.035	2.049	fixations	n/a	n/a	n/a	n/a	n/a
397.185	17.899	sharingrating1	415.184	3	132	F	1
418.218	2.25	fixations	n/a	n/a	n/a	n/a	n/a
420.568	17.9	sharingrating1	438.567	3	78	F	2
441.6	2.241	fixations	n/a	n/a	n/a	n/a	n/a
443.95	17.891	sharingrating1	461.933	3	2	R	5
464.966	2.907	fixations	n/a	n/a	n/a	n/a	n/a
467.983	17.89	sharingrating1	485.982	3	22	R	5
489.015	1.419	fixations	n/a	n/a	n/a	n/a	n/a
490.532	17.902	sharingrating1	508.532	3	123	F	6
511.565	1.399	fixations	n/a	n/a	n/a	n/a	n/a
513.065	17.899	sharingrating1	531.064	3	133	F	2
534.098	1.433	fixations	n/a	n/a	n/a	n/a	n/a
535.631	17.9	sharingrating1	553.63	3	97	R	4
556.664	2.085	fixations	n/a	n/a	n/a	n/a	n/a
558.847	17.902	sharingrating1	576.846	3	21	R	2
579.88	2.499	fixations	n/a	n/a	n/a	n/a	n/a
582.479	17.9	sharingrating1	600.479	3	43	F	1
603.512	1.528	fixations	n/a	n/a	n/a	n/a	n/a
605.146	17.894	sharingrating1	623.145	3	110	R	4
626.178	1.514	fixations	n/a	n/a	n/a	n/a	n/a
627.778	17.914	sharingrating1	645.794	3	87	F	5
648.828	2.395	fixations	n/a	n/a	n/a	n/a	n/a
651.327	17.896	sharingrating1	669.327	3	42	F	2
672.36	2.016	fixations	n/a	n/a	n/a	n/a	n/a
674.477	17.899	sharingrating1	692.476	3	109	R	6
695.51	2.721	fixations	n/a	n/a	n/a	n/a	n/a
698.343	17.888	sharingrating1	716.342	3	50	F	2
719.375	2.24	fixations	n/a	n/a	n/a	n/a	n/a
721.709	17.906	sharingrating1	739.708	3	17	R	1
742.741	1.418	fixations	n/a	n/a	n/a	n/a	n/a
744.258	17.901	sharingrating1	762.258	3	68	F	5
765.291	1.472	fixations	n/a	n/a	n/a	n/a	n/a
766.857	17.906	sharingrating1	784.857	3	122	F	5
787.89	1.752	fixations	n/a	n/a	n/a	n/a	n/a
789.74	17.902	sharingrating1	807.74	3	13	R	1
810.773	1.405	fixations	n/a	n/a	n/a	n/a	n/a
812.273	17.905	sharingrating1	830.272	3	37	F	1
833.306	2.605	fixations	n/a	n/a	n/a	n/a	n/a
836.006	17.905	sharingrating1	854.022	3	29	R	4
857.055	2.099	fixations	n/a	n/a	n/a	n/a	n/a
