onset	duration	trial_type	onset_response	response_time	news_no	news_real/fake	value
5.09	17.909	realrating	23.09	3	104	R	4
28.773	17.895	realrating	46.772	3	103	R	3
51.239	17.88	realrating	69.221	3	105	R	2
73.788	17.889	realrating	91.771	3	28	R	3
96.22	17.89	realrating	114.203	3	107	R	4
119.37	17.9	realrating	137.369	3	24	R	4
142.552	17.899	realrating	160.552	3	27	R	1
164.902	17.895	realrating	182.901	3	108	R	3
188.218	17.886	realrating	206.217	3	94	R	4
211.117	17.892	realrating	229.117	3	100	R	3
239.399	17.91	fakerating	257.399	3	58	F	3
262.482	17.895	fakerating	280.482	3	72	F	5
285.531	17.881	fakerating	303.514	3	127	F	6
309.164	17.888	fakerating	327.163	3	57	F	2
332.863	17.907	fakerating	350.863	3	91	F	5
356.146	17.894	fakerating	374.145	3	131	F	4
379.545	17.908	fakerating	397.545	3	61	F	3
402.828	17.896	fakerating	420.827	3	85	F	5
426.427	17.894	fakerating	444.427	3	128	F	4
449.193	17.897	fakerating	467.192	3	74	F	3
477.225	17.912	fakerating	495.225	3	77	F	2
499.791	17.898	fakerating	517.791	3	33	F	2
523.391	17.893	fakerating	541.39	3	36	F	4
546.207	17.903	fakerating	564.206	3	75	F	5
569.623	17.903	fakerating	587.622	3	53	F	5
592.322	17.892	fakerating	610.305	3	62	F	4
615.571	17.911	fakerating	633.571	3	76	F	4
638.571	17.908	fakerating	656.57	3	63	F	3
661.753	17.909	fakerating	679.752	3	89	F	5
685.369	17.9	fakerating	703.368	3	90	F	5
713.135	17.89	realrating	731.118	3	121	R	6
736.817	17.901	realrating	754.817	3	114	R	3
759.633	17.895	realrating	777.633	3	115	R	2
782.199	17.912	realrating	800.215	3	102	R	2
805.265	17.888	realrating	823.265	3	113	R	3
828.015	17.9	realrating	846.014	3	119	R	4
851.231	17.903	realrating	869.23	3	118	R	5
875.063	17.9	realrating	893.063	3	134	R	3
898.079	17.902	realrating	916.079	3	116	R	2
921.345	17.905	realrating	939.345	3	112	R	2
26.123	2.545	fixations	n/a	n/a	n/a	n/a	n/a
49.805	1.314	fixations	n/a	n/a	n/a	n/a	n/a
72.255	1.422	fixations	n/a	n/a	n/a	n/a	n/a
94.704	1.406	fixations	n/a	n/a	n/a	n/a	n/a
117.237	2.033	fixations	n/a	n/a	n/a	n/a	n/a
140.403	2.048	fixations	n/a	n/a	n/a	n/a	n/a
163.485	1.312	fixations	n/a	n/a	n/a	n/a	n/a
185.934	2.17	fixations	n/a	n/a	n/a	n/a	n/a
209.25	1.759	fixations	n/a	n/a	n/a	n/a	n/a
232.15	2.159	fixations	n/a	n/a	n/a	n/a	n/a
260.432	1.945	fixations	n/a	n/a	n/a	n/a	n/a
283.515	1.897	fixations	n/a	n/a	n/a	n/a	n/a
306.547	2.505	fixations	n/a	n/a	n/a	n/a	n/a
330.197	2.573	fixations	n/a	n/a	n/a	n/a	n/a
353.896	2.144	fixations	n/a	n/a	n/a	n/a	n/a
377.179	2.274	fixations	n/a	n/a	n/a	n/a	n/a
400.578	2.146	fixations	n/a	n/a	n/a	n/a	n/a
423.86	2.461	fixations	n/a	n/a	n/a	n/a	n/a
447.46	1.63	fixations	n/a	n/a	n/a	n/a	n/a
470.226	1.911	fixations	n/a	n/a	n/a	n/a	n/a
498.258	1.431	fixations	n/a	n/a	n/a	n/a	n/a
520.824	2.46	fixations	n/a	n/a	n/a	n/a	n/a
544.423	1.687	fixations	n/a	n/a	n/a	n/a	n/a
567.239	2.287	fixations	n/a	n/a	n/a	n/a	n/a
590.655	1.559	fixations	n/a	n/a	n/a	n/a	n/a
613.338	2.144	fixations	n/a	n/a	n/a	n/a	n/a
636.604	1.875	fixations	n/a	n/a	n/a	n/a	n/a
659.603	2.059	fixations	n/a	n/a	n/a	n/a	n/a
682.786	2.483	fixations	n/a	n/a	n/a	n/a	n/a
706.402	1.623	fixations	n/a	n/a	n/a	n/a	n/a
734.151	2.567	fixations	n/a	n/a	n/a	n/a	n/a
757.85	1.678	fixations	n/a	n/a	n/a	n/a	n/a
780.666	1.445	fixations	n/a	n/a	n/a	n/a	n/a
803.149	2.004	fixations	n/a	n/a	n/a	n/a	n/a
826.181	1.734	fixations	n/a	n/a	n/a	n/a	n/a
849.047	2.087	fixations	n/a	n/a	n/a	n/a	n/a
872.263	2.7	fixations	n/a	n/a	n/a	n/a	n/a
896.096	1.885	fixations	n/a	n/a	n/a	n/a	n/a
919.112	2.138	fixations	n/a	n/a	n/a	n/a	n/a
942.378	1.474	fixations	n/a	n/a	n/a	n/a	n/a
0.04	4.959	intro&rest	n/a	n/a	n/a	n/a	n/a
234.35	4.959	intro&rest	n/a	n/a	n/a	n/a	n/a
472.176	4.961	intro&rest	n/a	n/a	n/a	n/a	n/a
708.052	4.973	intro&rest	n/a	n/a	n/a	n/a	n/a
943.894	1.958	intro&rest	n/a	n/a	n/a	n/a	n/a
