onset	duration	trial_type	onset_response	response_time	news_no	news_type	value
0.047	4.952	intro&rest	n/a	n/a	n/a	n/a	n/a
5.147	17.852	sharingrating1	23.113	3	123	F	5
26.146	1.399	fixations	n/a	n/a	n/a	n/a	n/a
27.679	17.866	sharingrating1	45.646	3	35	F	2
48.679	2.359	fixations	n/a	n/a	n/a	n/a	n/a
51.145	17.893	sharingrating1	69.128	3	40	F	2
72.162	1.828	fixations	n/a	n/a	n/a	n/a	n/a
74.112	17.878	sharingrating1	92.094	3	111	R	1
95.127	1.469	fixations	n/a	n/a	n/a	n/a	n/a
96.711	17.885	sharingrating1	114.693	3	42	F	3
117.727	2.015	fixations	n/a	n/a	n/a	n/a	n/a
119.86	17.882	sharingrating1	137.843	3	109	R	4
140.876	2.722	fixations	n/a	n/a	n/a	n/a	n/a
143.709	17.889	sharingrating1	161.692	3	133	F	2
164.725	1.434	fixations	n/a	n/a	n/a	n/a	n/a
166.275	17.884	sharingrating1	184.258	3	78	F	4
187.191	2.243	fixations	n/a	n/a	n/a	n/a	n/a
189.558	17.876	sharingrating1	207.541	3	129	F	6
210.574	2.181	fixations	n/a	n/a	n/a	n/a	n/a
212.874	17.881	sharingrating1	230.856	3	67	F	4
233.89	1.763	fixations	n/a	n/a	n/a	n/a	n/a
235.773	17.88	sharingrating1	253.756	3	18	R	4
256.789	1.87	fixations	n/a	n/a	n/a	n/a	n/a
258.756	17.903	sharingrating1	276.755	3	132	F	4
279.688	2.256	fixations	n/a	n/a	n/a	n/a	n/a
282.055	17.889	sharingrating1	300.054	3	19	R	1
303.088	1.063	fixations	n/a	n/a	n/a	n/a	n/a
304.254	17.897	sharingrating1	322.238	3	71	F	6
325.27	2.181	fixations	n/a	n/a	n/a	n/a	n/a
327.553	17.898	sharingrating1	345.536	3	87	F	1
348.57	2.395	fixations	n/a	n/a	n/a	n/a	n/a
351.069	17.896	sharingrating1	369.069	3	130	F	4
372.102	1.557	fixations	n/a	n/a	n/a	n/a	n/a
373.769	17.89	sharingrating1	391.752	3	110	R	3
394.785	1.514	fixations	n/a	n/a	n/a	n/a	n/a
396.418	17.881	sharingrating1	414.401	3	50	F	3
417.434	2.24	fixations	n/a	n/a	n/a	n/a	n/a
419.784	17.89	sharingrating1	437.767	3	83	F	4
440.8	1.42	fixations	n/a	n/a	n/a	n/a	n/a
442.317	17.903	sharingrating1	460.316	3	117	R	3
463.349	1.838	fixations	n/a	n/a	n/a	n/a	n/a
465.299	17.888	sharingrating1	483.282	3	2	R	4
486.215	2.913	fixations	n/a	n/a	n/a	n/a	n/a
489.232	17.896	sharingrating1	507.231	3	21	R	2
510.264	2.5	fixations	n/a	n/a	n/a	n/a	n/a
512.864	17.9	sharingrating1	530.864	3	120	R	5
533.897	2.748	fixations	n/a	n/a	n/a	n/a	n/a
536.747	17.898	sharingrating1	554.746	3	7	R	6
557.78	2.765	fixations	n/a	n/a	n/a	n/a	n/a
560.63	17.915	sharingrating1	578.629	3	23	R	6
581.579	1.175	fixations	n/a	n/a	n/a	n/a	n/a
582.846	17.908	sharingrating1	600.845	3	37	F	3
603.878	2.606	fixations	n/a	n/a	n/a	n/a	n/a
606.578	17.906	sharingrating1	624.578	3	43	F	2
627.611	1.528	fixations	n/a	n/a	n/a	n/a	n/a
629.244	17.895	sharingrating1	647.227	3	122	F	3
650.26	1.752	fixations	n/a	n/a	n/a	n/a	n/a
652.127	17.885	sharingrating1	670.11	3	8	R	2
