onset	duration	trial_type	onset_response	response_time	news_no	news_real/fake	value
0.031	4.968	intro&rest	n/a	n/a	n/a	n/a	n/a
5.081	17.918	fakerating	23.097	3	63	F	3
26.13	2.059	fixations	n/a	n/a	n/a	n/a	n/a
28.28	17.909	fakerating	46.28	3	53	F	4
49.313	1.559	fixations	n/a	n/a	n/a	n/a	n/a
50.963	17.909	fakerating	68.962	3	89	F	3
71.995	2.484	fixations	n/a	n/a	n/a	n/a	n/a
74.579	17.9	fakerating	92.578	3	90	F	3
95.611	1.624	fixations	n/a	n/a	n/a	n/a	n/a
97.328	17.907	fakerating	115.327	3	77	F	1
118.361	1.43	fixations	n/a	n/a	n/a	n/a	n/a
119.894	17.897	fakerating	137.893	3	75	F	2
140.927	2.286	fixations	n/a	n/a	n/a	n/a	n/a
143.31	17.903	fakerating	161.309	3	33	F	3
164.342	2.46	fixations	n/a	n/a	n/a	n/a	n/a
166.892	17.91	fakerating	184.892	3	36	F	3
187.925	1.687	fixations	n/a	n/a	n/a	n/a	n/a
189.708	17.904	fakerating	207.708	3	76	F	6
210.741	1.875	fixations	n/a	n/a	n/a	n/a	n/a
212.708	17.908	fakerating	230.724	3	62	F	4
233.757	2.144	fixations	n/a	n/a	n/a	n/a	n/a
235.94	4.961	intro&rest	n/a	n/a	n/a	n/a	n/a
240.99	17.911	realrating	259.006	3	119	R	5
262.04	2.086	fixations	n/a	n/a	n/a	n/a	n/a
264.223	17.903	realrating	282.222	3	121	R	5
285.256	2.566	fixations	n/a	n/a	n/a	n/a	n/a
287.905	17.917	realrating	305.921	3	102	R	2
308.955	2.007	fixations	n/a	n/a	n/a	n/a	n/a
311.055	17.907	realrating	329.054	3	115	R	1
332.087	1.445	fixations	n/a	n/a	n/a	n/a	n/a
333.637	17.895	realrating	351.637	3	134	R	3
354.67	1.885	fixations	n/a	n/a	n/a	n/a	n/a
356.653	17.902	realrating	374.653	3	114	R	5
377.686	1.678	fixations	n/a	n/a	n/a	n/a	n/a
379.503	17.861	realrating	397.469	3	118	R	2
400.502	2.7	fixations	n/a	n/a	n/a	n/a	n/a
403.318	17.884	realrating	421.301	3	116	R	1
424.335	2.137	fixations	n/a	n/a	n/a	n/a	n/a
426.585	17.887	realrating	444.568	3	113	R	1
447.6	1.729	fixations	n/a	n/a	n/a	n/a	n/a
449.434	17.895	realrating	467.433	3	112	R	1
470.466	1.474	fixations	n/a	n/a	n/a	n/a	n/a
471.967	4.973	intro&rest	n/a	n/a	n/a	n/a	n/a
477.05	17.89	realrating	495.032	3	108	R	2
498.066	2.169	fixations	n/a	n/a	n/a	n/a	n/a
500.349	17.886	realrating	518.348	3	105	R	3
521.382	1.422	fixations	n/a	n/a	n/a	n/a	n/a
522.898	17.906	realrating	540.898	3	24	R	4
543.931	2.049	fixations	n/a	n/a	n/a	n/a	n/a
546.081	17.899	realrating	564.08	3	94	R	6
567.113	1.759	fixations	n/a	n/a	n/a	n/a	n/a
568.98	17.892	realrating	586.98	3	27	R	2
590.013	1.312	fixations	n/a	n/a	n/a	n/a	n/a
591.446	17.879	realrating	609.429	3	100	R	6
612.462	2.159	fixations	n/a	n/a	n/a	n/a	n/a
614.729	17.892	realrating	632.728	3	103	R	5
635.761	1.314	fixations	n/a	n/a	n/a	n/a	n/a
637.178	17.897	realrating	655.177	3	104	R	2
658.211	2.544	fixations	n/a	n/a	n/a	n/a	n/a
660.861	17.894	realrating	678.86	3	28	R	4
681.893	1.399	fixations	n/a	n/a	n/a	n/a	n/a
683.393	17.899	realrating	701.393	3	107	R	4
704.426	2.034	fixations	n/a	n/a	n/a	n/a	n/a
706.493	4.967	intro&rest	n/a	n/a	n/a	n/a	n/a
711.559	17.901	fakerating	729.558	3	57	F	4
732.592	2.573	fixations	n/a	n/a	n/a	n/a	n/a
735.275	17.89	fakerating	753.274	3	85	F	6
756.308	2.461	fixations	n/a	n/a	n/a	n/a	n/a
758.858	17.911	fakerating	776.857	3	91	F	5
779.89	2.144	fixations	n/a	n/a	n/a	n/a	n/a
782.14	17.894	fakerating	800.14	3	74	F	4
803.173	1.911	fixations	n/a	n/a	n/a	n/a	n/a
805.189	17.895	fakerating	823.189	3	128	F	2
826.222	1.63	fixations	n/a	n/a	n/a	n/a	n/a
827.955	17.897	fakerating	845.955	3	131	F	1
848.988	2.274	fixations	n/a	n/a	n/a	n/a	n/a
851.355	17.907	fakerating	869.354	3	58	F	2
872.387	1.945	fixations	n/a	n/a	n/a	n/a	n/a
874.437	17.895	fakerating	892.437	3	72	F	5
895.47	1.897	fixations	n/a	n/a	n/a	n/a	n/a
897.454	17.913	fakerating	915.47	3	61	F	4
918.503	2.146	fixations	n/a	n/a	n/a	n/a	n/a
920.769	17.88	fakerating	938.752	3	127	F	6
941.785	2.505	fixations	n/a	n/a	n/a	n/a	n/a
944.319	1.971	intro&rest	n/a	n/a	n/a	n/a	n/a
