onset	duration	trial_type	onset_response	response_time	news_no	news_real/fake	value
0.04	4.959	intro&rest	n/a	n/a	n/a	n/a	n/a
5.107	17.892	sharingrating1	23.106	3	35	F	5
26.139	2.359	fixations	n/a	n/a	n/a	n/a	n/a
28.59	17.908	sharingrating1	46.605	3	97	R	2
49.639	2.085	fixations	n/a	n/a	n/a	n/a	n/a
51.822	17.902	sharingrating1	69.821	3	133	F	2
72.855	1.433	fixations	n/a	n/a	n/a	n/a	n/a
74.388	17.9	sharingrating1	92.387	3	132	F	3
95.421	2.25	fixations	n/a	n/a	n/a	n/a	n/a
97.771	17.9	sharingrating1	115.77	3	98	R	1
118.803	2.962	fixations	n/a	n/a	n/a	n/a	n/a
121.87	17.895	sharingrating1	139.869	3	111	R	3
142.903	1.468	fixations	n/a	n/a	n/a	n/a	n/a
144.47	17.901	sharingrating1	162.469	3	13	R	4
165.502	1.405	fixations	n/a	n/a	n/a	n/a	n/a
167.018	17.889	sharingrating1	185.001	3	93	R	3
188.034	2.006	fixations	n/a	n/a	n/a	n/a	n/a
190.151	17.889	sharingrating1	208.134	3	2	R	4
211.167	2.907	fixations	n/a	n/a	n/a	n/a	n/a
214.184	17.89	sharingrating1	232.183	3	22	R	2
235.216	1.419	fixations	n/a	n/a	n/a	n/a	n/a
236.733	17.902	sharingrating1	254.732	3	71	F	5
257.766	2.179	fixations	n/a	n/a	n/a	n/a	n/a
260.049	17.896	sharingrating1	278.032	3	120	R	2
281.065	2.748	fixations	n/a	n/a	n/a	n/a	n/a
283.931	17.882	sharingrating1	301.914	3	68	F	4
304.949	1.47	fixations	n/a	n/a	n/a	n/a	n/a
306.514	17.905	sharingrating1	324.514	3	122	F	3
327.547	1.752	fixations	n/a	n/a	n/a	n/a	n/a
329.397	17.902	sharingrating1	347.396	3	109	R	4
350.429	2.722	fixations	n/a	n/a	n/a	n/a	n/a
353.263	17.888	sharingrating1	371.246	3	78	F	3
374.279	2.241	fixations	n/a	n/a	n/a	n/a	n/a
376.629	17.891	sharingrating1	394.628	3	50	F	6
397.661	2.24	fixations	n/a	n/a	n/a	n/a	n/a
400.011	17.89	sharingrating1	418.011	3	8	R	3
421.044	1.886	fixations	n/a	n/a	n/a	n/a	n/a
423.044	17.886	sharingrating1	441.027	3	21	R	3
444.06	2.5	fixations	n/a	n/a	n/a	n/a	n/a
446.66	17.9	sharingrating1	464.659	3	29	R	5
467.693	2.098	fixations	n/a	n/a	n/a	n/a	n/a
469.892	17.899	sharingrating1	487.892	3	83	F	4
