onset	duration	trial_type	onset_response	response_time	news_no	news_real/fake	value
5.106	17.893	sharingrating1	23.089	3	130	F	5
27.772	17.907	sharingrating1	45.771	3	13	R	5
50.305	17.904	sharingrating1	68.304	3	120	R	3
74.171	17.914	sharingrating1	92.17	3	87	F	6
97.62	17.895	sharingrating1	115.619	3	22	R	4
120.169	17.902	sharingrating1	138.169	3	132	F	4
143.552	17.901	sharingrating1	161.551	3	42	F	4
166.601	17.902	sharingrating1	184.6	3	35	F	2
190.1	17.892	sharingrating1	208.1	3	98	R	2
214.199	17.896	sharingrating1	232.199	3	110	R	2
236.849	17.897	sharingrating1	254.848	3	51	F	6
260.015	17.919	sharingrating1	278.031	3	122	F	5
282.914	17.902	sharingrating1	300.914	3	49	F	5
306.113	17.893	sharingrating1	324.113	3	18	R	1
329.113	17.903	sharingrating1	347.129	3	8	R	2
352.145	17.903	sharingrating1	370.145	3	37	F	4
375.878	17.906	sharingrating1	393.877	3	67	F	5
398.794	17.88	sharingrating1	416.776	3	111	R	1
421.393	17.885	sharingrating1	439.376	3	97	R	2
444.509	17.889	sharingrating1	462.492	3	133	F	2
467.075	17.884	sharingrating1	485.058	3	129	F	5
490.391	17.881	sharingrating1	508.374	3	93	R	3
513.524	17.889	sharingrating1	531.523	3	50	F	6
536.906	17.89	sharingrating1	554.906	3	123	F	5
559.439	17.899	sharingrating1	577.438	3	83	F	4
581.988	17.903	sharingrating1	599.988	3	109	R	4
605.837	17.906	sharingrating1	623.837	3	71	F	5
629.153	17.897	sharingrating1	647.153	3	117	R	1
652.119	17.905	sharingrating1	670.119	3	43	F	3
674.785	17.895	sharingrating1	692.785	3	40	F	4
697.734	17.913	sharingrating1	715.734	3	23	R	2
720.051	17.891	sharingrating1	738.033	3	21	R	2
743.666	17.9	sharingrating1	761.666	3	19	R	6
765.866	17.897	sharingrating1	783.865	3	78	F	6
789.232	17.907	sharingrating1	807.231	3	7	R	5
813.131	17.899	sharingrating1	831.13	3	11	R	1
836.314	17.898	sharingrating1	854.313	3	29	R	4
859.546	17.899	sharingrating1	877.546	3	2	R	2
883.579	17.907	sharingrating1	901.595	3	68	F	5
906.095	17.897	sharingrating1	924.094	3	17	R	5
936.644	17.901	accuracyrating	954.643	3	86	F	3
959.56	17.904	accuracyrating	977.559	3	47	F	4
983.192	17.899	accuracyrating	1001.192	3	12	R	3
