onset	duration	trial_type	onset_response	response_time	news_no	news_type	value
0.041	4.958	intro&rest	n/a	n/a	n/a	n/a	n/a
5.09	17.909	sharingrating1	23.09	3	123	F	2
26.123	1.399	fixations	n/a	n/a	n/a	n/a	n/a
27.623	17.899	sharingrating1	45.623	3	51	F	4
48.656	2.053	fixations	n/a	n/a	n/a	n/a	n/a
50.806	17.903	sharingrating1	68.805	3	11	R	5
71.738	2.054	fixations	n/a	n/a	n/a	n/a	n/a
73.888	17.904	sharingrating1	91.888	3	97	R	1
94.921	2.086	fixations	n/a	n/a	n/a	n/a	n/a
97.104	17.903	sharingrating1	115.104	3	129	F	6
118.037	2.185	fixations	n/a	n/a	n/a	n/a	n/a
120.32	17.902	sharingrating1	138.32	3	133	F	1
141.353	1.434	fixations	n/a	n/a	n/a	n/a	n/a
142.886	17.901	sharingrating1	160.886	3	29	R	2
163.919	2.099	fixations	n/a	n/a	n/a	n/a	n/a
166.119	17.899	sharingrating1	184.118	3	132	F	2
187.052	2.251	fixations	n/a	n/a	n/a	n/a	n/a
189.402	17.901	sharingrating1	207.401	3	83	F	2
210.434	1.42	fixations	n/a	n/a	n/a	n/a	n/a
211.951	17.903	sharingrating1	229.95	3	22	R	1
232.884	1.423	fixations	n/a	n/a	n/a	n/a	n/a
234.417	17.89	sharingrating1	252.4	3	21	R	1
255.433	2.5	fixations	n/a	n/a	n/a	n/a	n/a
258.049	17.884	sharingrating1	276.032	3	111	R	1
278.966	1.47	fixations	n/a	n/a	n/a	n/a	n/a
280.549	17.887	sharingrating1	298.532	3	18	R	2
301.565	1.87	fixations	n/a	n/a	n/a	n/a	n/a
303.548	17.887	sharingrating1	321.547	3	42	F	3
324.581	2.015	fixations	n/a	n/a	n/a	n/a	n/a
326.697	17.899	sharingrating1	344.697	3	35	F	4
347.73	2.359	fixations	n/a	n/a	n/a	n/a	n/a
350.197	17.892	sharingrating1	368.179	3	49	F	1
371.213	2.058	fixations	n/a	n/a	n/a	n/a	n/a
373.379	17.892	sharingrating1	391.362	3	117	R	4
394.395	1.838	fixations	n/a	n/a	n/a	n/a	n/a
396.329	17.904	sharingrating1	414.328	3	37	F	2
417.361	2.606	fixations	n/a	n/a	n/a	n/a	n/a
420.078	17.889	sharingrating1	438.077	3	50	F	5
441.111	2.239	fixations	n/a	n/a	n/a	n/a	n/a
443.444	17.906	sharingrating1	461.443	3	13	R	6
