onset	duration	trial_type	onset_response	response_time	news_no	news_type	value
0.027	4.972	intro&rest	n/a	n/a	n/a	n/a	n/a
5.093	17.906	sharingrating1	23.093	3	43	F	6
26.126	1.528	fixations	n/a	n/a	n/a	n/a	n/a
27.759	17.895	sharingrating1	45.758	3	21	R	1
48.792	2.499	fixations	n/a	n/a	n/a	n/a	n/a
51.392	17.899	sharingrating1	69.391	3	67	F	2
72.424	1.764	fixations	n/a	n/a	n/a	n/a	n/a
74.291	17.897	sharingrating1	92.29	3	78	F	5
95.324	2.24	fixations	n/a	n/a	n/a	n/a	n/a
97.657	17.907	sharingrating1	115.656	3	83	F	4
118.69	1.419	fixations	n/a	n/a	n/a	n/a	n/a
120.206	17.903	sharingrating1	138.206	3	130	F	6
141.239	1.557	fixations	n/a	n/a	n/a	n/a	n/a
142.889	17.907	sharingrating1	160.905	3	8	R	5
163.938	1.886	fixations	n/a	n/a	n/a	n/a	n/a
165.922	17.902	sharingrating1	183.921	3	51	F	1
186.954	2.053	fixations	n/a	n/a	n/a	n/a	n/a
189.104	17.903	sharingrating1	207.104	3	49	F	4
210.137	2.059	fixations	n/a	n/a	n/a	n/a	n/a
212.287	17.911	sharingrating1	230.303	3	2	R	1
233.336	2.907	fixations	n/a	n/a	n/a	n/a	n/a
236.336	17.907	sharingrating1	254.335	3	122	F	6
257.369	1.751	fixations	n/a	n/a	n/a	n/a	n/a
259.269	17.851	sharingrating1	277.235	3	98	R	1
280.268	2.962	fixations	n/a	n/a	n/a	n/a	n/a
283.351	17.879	sharingrating1	301.334	3	110	R	1
304.367	1.514	fixations	n/a	n/a	n/a	n/a	n/a
305.984	17.897	sharingrating1	323.983	3	7	R	6
327.016	2.766	fixations	n/a	n/a	n/a	n/a	n/a
329.883	17.899	sharingrating1	347.883	3	120	R	1
350.816	2.748	fixations	n/a	n/a	n/a	n/a	n/a
353.682	17.882	sharingrating1	371.665	3	29	R	5
374.698	2.099	fixations	n/a	n/a	n/a	n/a	n/a
376.882	17.915	sharingrating1	394.881	3	23	R	6
397.914	1.175	fixations	n/a	n/a	n/a	n/a	n/a
399.198	17.891	sharingrating1	417.197	3	109	R	1
420.23	2.722	fixations	n/a	n/a	n/a	n/a	n/a
423.047	17.905	sharingrating1	441.046	3	87	F	1
444.08	2.395	fixations	n/a	n/a	n/a	n/a	n/a
446.58	17.895	sharingrating1	464.579	3	129	F	3
467.612	2.181	fixations	n/a	n/a	n/a	n/a	n/a
469.895	17.898	sharingrating1	487.895	3	50	F	1
490.928	2.24	fixations	n/a	n/a	n/a	n/a	n/a
493.278	17.89	sharingrating1	511.261	3	13	R	1
514.294	1.405	fixations	n/a	n/a	n/a	n/a	n/a
515.811	17.888	sharingrating1	533.794	3	111	R	2
536.827	1.469	fixations	n/a	n/a	n/a	n/a	n/a
538.393	17.903	sharingrating1	556.393	3	35	F	6
559.426	2.359	fixations	n/a	n/a	n/a	n/a	n/a
561.876	17.909	sharingrating1	579.876	3	40	F	1
582.909	1.829	fixations	n/a	n/a	n/a	n/a	n/a
584.842	17.896	sharingrating1	602.841	3	22	R	6
605.875	1.418	fixations	n/a	n/a	n/a	n/a	n/a
607.391	17.902	sharingrating1	625.391	3	117	R	1
628.424	1.838	fixations	n/a	n/a	n/a	n/a	n/a
630.358	17.904	sharingrating1	648.357	3	97	R	1
651.39	2.086	fixations	n/a	n/a	n/a	n/a	n/a
653.573	17.903	sharingrating1	671.573	3	11	R	5
674.606	2.049	fixations	n/a	n/a	n/a	n/a	n/a
676.756	17.899	sharingrating1	694.755	3	93	R	1
697.788	2.006	fixations	n/a	n/a	n/a	n/a	n/a
699.888	17.906	sharingrating1	717.888	3	68	F	1
720.821	1.479	fixations	n/a	n/a	n/a	n/a	n/a
722.404	17.896	sharingrating1	740.404	3	123	F	1
743.437	1.399	fixations	n/a	n/a	n/a	n/a	n/a
744.937	17.899	sharingrating1	762.936	3	133	F	3
765.97	1.433	fixations	n/a	n/a	n/a	n/a	n/a
767.503	17.9	sharingrating1	785.502	3	18	R	1
788.536	1.869	fixations	n/a	n/a	n/a	n/a	n/a
790.502	17.903	sharingrating1	808.502	3	42	F	6
811.535	2.016	fixations	n/a	n/a	n/a	n/a	n/a
813.652	17.899	sharingrating1	831.651	3	132	F	6
834.584	2.252	fixations	n/a	n/a	n/a	n/a	n/a
836.934	17.902	sharingrating1	854.934	3	17	R	6
857.967	1.418	fixations	n/a	n/a	n/a	n/a	n/a
859.484	17.901	sharingrating1	877.483	3	19	R	6
880.516	1.064	fixations	n/a	n/a	n/a	n/a	n/a
881.666	17.914	sharingrating1	899.682	3	37	F	4
902.716	2.605	fixations	n/a	n/a	n/a	n/a	n/a
905.415	17.906	sharingrating1	923.415	3	71	F	6
926.448	2.18	fixations	n/a	n/a	n/a	n/a	n/a
928.665	2.963	intro&rest	n/a	n/a	n/a	n/a	n/a
931.665	4.963	intro&rest	n/a	n/a	n/a	n/a	n/a
936.731	17.897	accuracyrating	954.731	3	38	F	1
957.764	1.998	fixations	n/a	n/a	n/a	n/a	n/a
959.864	17.898	accuracyrating	977.863	3	81	F	4
980.897	1.426	fixations	n/a	n/a	n/a	n/a	n/a
982.413	17.91	accuracyrating	1000.429	3	64	F	4
1003.463	1.524	fixations	n/a	n/a	n/a	n/a	n/a
1005.096	17.891	accuracyrating	1023.095	3	9	R	4
1026.128	1.954	fixations	n/a	n/a	n/a	n/a	n/a
1028.195	17.887	accuracyrating	1046.194	3	4	R	6
1049.228	2.656	fixations	n/a	n/a	n/a	n/a	n/a
1051.994	17.89	accuracyrating	1069.994	3	106	R	4
1073.027	2.118	fixations	n/a	n/a	n/a	n/a	n/a
1075.244	17.901	accuracyrating	1093.26	3	32	F	1
1096.293	1.758	fixations	n/a	n/a	n/a	n/a	n/a
1098.143	17.908	accuracyrating	1116.142	3	15	R	1
1119.175	2.409	fixations	n/a	n/a	n/a	n/a	n/a
1121.692	17.892	accuracyrating	1139.692	3	25	R	6
1142.725	2.333	fixations	n/a	n/a	n/a	n/a	n/a
1145.158	17.9	accuracyrating	1163.158	3	95	R	5
1166.091	1.375	fixations	n/a	n/a	n/a	n/a	n/a
1167.574	17.892	accuracyrating	1185.573	3	55	F	5
1188.607	1.763	fixations	n/a	n/a	n/a	n/a	n/a
1190.473	17.897	accuracyrating	1208.473	3	86	F	5
1211.406	1.786	fixations	n/a	n/a	n/a	n/a	n/a
1213.289	17.903	accuracyrating	1231.289	3	1	R	1
1234.322	1.619	fixations	n/a	n/a	n/a	n/a	n/a
1236.039	17.902	accuracyrating	1254.038	3	96	R	4
1257.071	1.295	fixations	n/a	n/a	n/a	n/a	n/a
1258.471	17.895	accuracyrating	1276.471	3	12	R	1
1279.504	1.653	fixations	n/a	n/a	n/a	n/a	n/a
1281.237	17.92	accuracyrating	1299.253	3	26	R	4
1302.286	2.188	fixations	n/a	n/a	n/a	n/a	n/a
1304.57	17.904	accuracyrating	1322.569	3	31	F	6
1325.502	2.326	fixations	n/a	n/a	n/a	n/a	n/a
1327.936	17.892	accuracyrating	1345.935	3	70	F	6
1348.852	2.402	fixations	n/a	n/a	n/a	n/a	n/a
1351.352	17.902	accuracyrating	1369.351	3	79	F	6
1372.284	2.253	fixations	n/a	n/a	n/a	n/a	n/a
1374.634	17.903	accuracyrating	1392.634	3	47	F	2
1395.567	2.503	fixations	n/a	n/a	n/a	n/a	n/a
1398.1	2.97	intro&rest	n/a	n/a	n/a	n/a	n/a
1401.1	4.97	intro&rest	n/a	n/a	n/a	n/a	n/a
1406.167	17.903	sharingrating2	1424.166	3	39	F	1
1427.099	1.258	fixations	n/a	n/a	n/a	n/a	n/a
1428.449	17.908	sharingrating2	1446.449	3	20	R	3
1449.382	1.865	fixations	n/a	n/a	n/a	n/a	n/a
1451.349	17.898	sharingrating2	1469.348	3	65	F	1
1472.281	2.043	fixations	n/a	n/a	n/a	n/a	n/a
1474.415	17.909	sharingrating2	1492.431	3	88	F	2
1495.347	1.277	fixations	n/a	n/a	n/a	n/a	n/a
1496.714	17.91	sharingrating2	1514.73	3	3	R	1
1517.647	1.905	fixations	n/a	n/a	n/a	n/a	n/a
1519.647	17.905	sharingrating2	1537.646	3	99	R	3
1540.579	2.404	fixations	n/a	n/a	n/a	n/a	n/a
1543.079	17.904	sharingrating2	1561.079	3	44	F	2
1564.012	1.621	fixations	n/a	n/a	n/a	n/a	n/a
1565.729	17.904	sharingrating2	1583.728	3	30	R	6
1586.661	2.633	fixations	n/a	n/a	n/a	n/a	n/a
1589.394	17.9	sharingrating2	1607.394	3	10	R	2
1610.327	2.372	fixations	n/a	n/a	n/a	n/a	n/a
1612.794	17.905	sharingrating2	1630.793	3	6	R	5
1633.726	1.531	fixations	n/a	n/a	n/a	n/a	n/a
1635.36	17.897	sharingrating2	1653.359	3	14	R	1
1656.292	1.803	fixations	n/a	n/a	n/a	n/a	n/a
1658.176	17.919	sharingrating2	1676.192	3	41	F	6
1679.125	2.227	fixations	n/a	n/a	n/a	n/a	n/a
1681.458	17.894	sharingrating2	1699.458	3	45	F	4
1702.374	2.811	fixations	n/a	n/a	n/a	n/a	n/a
1705.291	17.894	sharingrating2	1723.29	3	73	F	5
1726.207	2.001	fixations	n/a	n/a	n/a	n/a	n/a
1728.307	17.901	sharingrating2	1746.306	3	69	F	4
1749.239	1.399	fixations	n/a	n/a	n/a	n/a	n/a
1750.723	17.915	sharingrating2	1768.739	3	34	F	6
1771.672	1.97	fixations	n/a	n/a	n/a	n/a	n/a
1773.739	17.903	sharingrating2	1791.738	3	101	R	4
1794.671	1.361	fixations	n/a	n/a	n/a	n/a	n/a
1796.138	17.894	sharingrating2	1814.137	3	16	R	5
1817.054	2.327	fixations	n/a	n/a	n/a	n/a	n/a
1819.487	17.894	sharingrating2	1837.487	3	5	R	4
1840.403	2.297	fixations	n/a	n/a	n/a	n/a	n/a
1842.82	17.88	sharingrating2	1860.786	3	66	F	3
1863.736	2.334	fixations	n/a	n/a	n/a	n/a	n/a
1866.103	1.967	intro&rest	n/a	n/a	n/a	n/a	n/a
