onset	duration	trial_type	onset_response	response_time	news_no	news_real/fake	value
5.092	17.907	sharingrating1	23.091	3	132	F	3
28.458	17.917	sharingrating1	46.457	3	23	R	2
50.774	17.891	sharingrating1	68.773	3	22	R	3
73.323	17.902	sharingrating1	91.323	3	129	F	3
96.623	17.914	sharingrating1	114.639	3	71	F	2
119.955	17.897	sharingrating1	137.954	3	7	R	2
143.854	17.899	sharingrating1	161.854	3	51	F	1
167.037	17.903	sharingrating1	185.036	3	111	R	3
189.636	17.902	sharingrating1	207.636	3	21	R	2
213.252	17.917	sharingrating1	231.252	3	122	F	3
236.051	17.904	sharingrating1	254.051	3	117	R	3
259.017	17.905	sharingrating1	277.017	3	120	R	3
282.9	17.898	sharingrating1	300.9	3	110	R	2
305.549	17.898	sharingrating1	323.549	3	18	R	1
328.549	17.903	sharingrating1	346.565	3	50	F	1
351.931	17.907	sharingrating1	369.931	3	83	F	2
374.481	17.903	sharingrating1	392.48	3	13	R	2
397.013	17.905	sharingrating1	415.013	3	42	F	1
420.163	17.899	sharingrating1	438.162	3	2	R	3
444.229	17.873	sharingrating1	462.195	3	43	F	1
466.861	17.895	sharingrating1	484.861	3	93	R	3
490.01	17.89	sharingrating1	507.993	3	97	R	3
513.226	17.886	sharingrating1	531.209	3	8	R	3
536.159	17.873	sharingrating1	554.142	3	98	R	2
560.242	17.895	sharingrating1	578.224	3	37	F	2
583.974	17.889	sharingrating1	601.957	3	68	F	1
606.474	17.895	sharingrating1	624.473	3	11	R	4
629.656	17.899	sharingrating1	647.656	3	133	F	2
652.122	17.901	sharingrating1	670.122	3	17	R	3
674.671	17.902	sharingrating1	692.671	3	123	F	3
697.204	17.899	sharingrating1	715.204	3	29	R	3
720.437	17.899	sharingrating1	738.436	3	49	F	1
743.619	17.909	sharingrating1	761.619	3	87	F	2
767.152	17.896	sharingrating1	785.151	3	130	F	3
789.851	17.89	sharingrating1	807.851	3	19	R	2
812.051	17.897	sharingrating1	830.05	3	35	F	1
835.55	17.892	sharingrating1	853.549	3	109	R	3
859.299	17.899	sharingrating1	877.299	3	40	F	2
882.265	17.896	sharingrating1	900.265	3	78	F	3
905.531	17.905	sharingrating1	923.53	3	67	F	2
936.43	17.897	accuracyrating	954.43	3	26	R	4
959.746	17.905	accuracyrating	977.746	3	25	R	4
983.212	17.9	accuracyrating	1001.211	3	1	R	2
1005.861	17.904	accuracyrating	1023.861	3	96	R	3
1028.194	17.9	accuracyrating	1046.193	3	79	F	2
1051.593	17.882	accuracyrating	1069.576	3	95	R	4
1074.093	17.89	accuracyrating	1092.092	3	32	F	1
1096.875	17.9	accuracyrating	1114.875	3	64	F	1
1119.541	17.892	accuracyrating	1137.541	3	70	F	3
1143.058	17.908	accuracyrating	1161.057	3	38	F	2
1166.19	17.898	accuracyrating	1184.189	3	31	F	5
1189.639	17.903	accuracyrating	1207.639	3	9	R	3
1212.738	17.888	accuracyrating	1230.738	3	106	R	4
1235.988	17.901	accuracyrating	1253.987	3	81	F	3
1258.454	17.896	accuracyrating	1276.453	3	12	R	5
1281.136	17.901	accuracyrating	1299.136	3	47	F	3
1304.769	17.899	accuracyrating	1322.768	3	15	R	3
1328.301	17.909	accuracyrating	1346.319	3	86	F	4
1351.251	17.889	accuracyrating	1369.25	3	4	R	3
1375.05	17.89	accuracyrating	1393.049	3	55	F	2
1405.933	17.913	sharingrating2	1423.949	3	20	R	3
1428.932	17.906	sharingrating2	1446.931	3	69	F	3
1451.364	17.904	sharingrating2	1469.364	3	10	R	2
1474.764	17.909	sharingrating2	1492.78	3	45	F	3
1498.613	17.893	sharingrating2	1516.612	3	14	R	2
1521.546	17.903	sharingrating2	1539.545	3	65	F	3
1544.712	17.909	sharingrating2	1562.711	3	44	F	1
1567.461	17.899	sharingrating2	1585.46	3	99	R	2
1590.993	17.897	sharingrating2	1608.993	3	5	R	3
