onset	duration	trial_type	onset_response	response_time	news_no	news_type	value
857.584	1.528	fixations	n/a	n/a	n/a	n/a	n/a
859.218	17.894	sharingrating1	877.217	3	111	R	4
880.25	1.469	fixations	n/a	n/a	n/a	n/a	n/a
881.817	17.902	sharingrating1	899.816	3	7	R	1
902.85	2.765	fixations	n/a	n/a	n/a	n/a	n/a
905.716	17.899	sharingrating1	923.716	3	68	F	4
926.749	1.472	fixations	n/a	n/a	n/a	n/a	n/a
928.266	2.955	intro&rest	n/a	n/a	n/a	n/a	n/a
931.249	4.972	intro&rest	n/a	n/a	n/a	n/a	n/a
936.332	17.889	accuracyrating	954.331	3	4	R	3
957.365	2.656	fixations	n/a	n/a	n/a	n/a	n/a
960.115	17.906	accuracyrating	978.114	3	79	F	2
981.147	2.249	fixations	n/a	n/a	n/a	n/a	n/a
983.514	17.882	accuracyrating	1001.497	3	95	R	5
1004.53	1.374	fixations	n/a	n/a	n/a	n/a	n/a
1005.996	17.908	accuracyrating	1024.013	3	64	F	5
1027.046	1.525	fixations	n/a	n/a	n/a	n/a	n/a
1028.679	17.892	accuracyrating	1046.662	3	31	F	4
1049.595	2.33	fixations	n/a	n/a	n/a	n/a	n/a
1052.028	17.897	accuracyrating	1070.012	3	81	F	4
1073.044	1.428	fixations	n/a	n/a	n/a	n/a	n/a
1074.579	17.893	accuracyrating	1092.577	3	106	R	4
1095.494	2.13	fixations	n/a	n/a	n/a	n/a	n/a
1097.727	17.897	accuracyrating	1115.726	3	1	R	4
1118.76	1.618	fixations	n/a	n/a	n/a	n/a	n/a
1120.493	17.885	accuracyrating	1138.476	3	55	F	5
1141.509	1.764	fixations	n/a	n/a	n/a	n/a	n/a
1143.376	17.897	accuracyrating	1161.375	3	70	F	2
1164.408	2.392	fixations	n/a	n/a	n/a	n/a	n/a
1166.891	17.909	accuracyrating	1184.891	3	38	F	5
1187.824	2.008	fixations	n/a	n/a	n/a	n/a	n/a
1189.941	17.891	accuracyrating	1207.94	3	25	R	6
1210.974	2.332	fixations	n/a	n/a	n/a	n/a	n/a
1213.407	17.899	accuracyrating	1231.406	3	15	R	5
1234.339	2.41	fixations	n/a	n/a	n/a	n/a	n/a
1236.856	17.893	accuracyrating	1254.856	3	32	F	4
1257.889	1.758	fixations	n/a	n/a	n/a	n/a	n/a
1259.739	17.908	accuracyrating	1277.738	3	86	F	3
1280.771	1.788	fixations	n/a	n/a	n/a	n/a	n/a
1282.655	17.904	accuracyrating	1300.654	3	47	F	2
1303.687	2.499	fixations	n/a	n/a	n/a	n/a	n/a
1306.287	17.899	accuracyrating	1324.287	3	26	R	2
1327.32	2.188	fixations	n/a	n/a	n/a	n/a	n/a
1329.603	17.905	accuracyrating	1347.619	3	9	R	3
1350.652	1.954	fixations	n/a	n/a	n/a	n/a	n/a
1352.702	17.904	accuracyrating	1370.702	3	12	R	2
1373.735	1.653	fixations	n/a	n/a	n/a	n/a	n/a
1375.485	17.903	accuracyrating	1393.484	3	96	R	3
1396.518	1.294	fixations	n/a	n/a	n/a	n/a	n/a
1397.851	2.961	intro&rest	n/a	n/a	n/a	n/a	n/a
1400.851	4.961	intro&rest	n/a	n/a	n/a	n/a	n/a
1405.901	17.911	sharingrating2	1423.917	3	101	R	6
1426.85	1.352	fixations	n/a	n/a	n/a	n/a	n/a
1428.3	17.902	sharingrating2	1446.3	3	3	R	3
1449.333	1.894	fixations	n/a	n/a	n/a	n/a	n/a
1451.333	17.894	sharingrating2	1469.332	3	45	F	5
1472.365	2.799	fixations	n/a	n/a	n/a	n/a	n/a
1475.265	17.899	sharingrating2	1493.265	3	14	R	6
1496.298	1.804	fixations	n/a	n/a	n/a	n/a	n/a
1498.181	17.921	sharingrating2	1516.181	3	66	F	6
1519.131	2.341	fixations	n/a	n/a	n/a	n/a	n/a
1521.564	17.908	sharingrating2	1539.58	3	30	R	2
1542.613	2.627	fixations	n/a	n/a	n/a	n/a	n/a
1545.347	17.893	sharingrating2	1563.346	3	99	R	4
1566.379	2.397	fixations	n/a	n/a	n/a	n/a	n/a
1568.862	17.914	sharingrating2	1586.879	3	6	R	2
1589.912	1.524	fixations	n/a	n/a	n/a	n/a	n/a
1591.528	17.908	sharingrating2	1609.544	3	5	R	3
1612.578	2.284	fixations	n/a	n/a	n/a	n/a	n/a
1614.961	17.901	sharingrating2	1632.96	3	41	F	5
1635.994	2.222	fixations	n/a	n/a	n/a	n/a	n/a
1638.31	17.906	sharingrating2	1656.31	3	44	F	5
1659.343	1.616	fixations	n/a	n/a	n/a	n/a	n/a
1661.043	17.916	sharingrating2	1679.059	3	20	R	4
1682.092	1.856	fixations	n/a	n/a	n/a	n/a	n/a
1684.042	17.906	sharingrating2	1702.042	3	65	F	5
1705.075	2.043	fixations	n/a	n/a	n/a	n/a	n/a
1707.225	17.893	sharingrating2	1725.224	3	39	F	4
1728.258	1.252	fixations	n/a	n/a	n/a	n/a	n/a
1729.607	17.903	sharingrating2	1747.607	3	88	F	4
1750.64	1.266	fixations	n/a	n/a	n/a	n/a	n/a
1752.007	17.899	sharingrating2	1770.006	3	16	R	2
1773.04	2.314	fixations	n/a	n/a	n/a	n/a	n/a
1775.456	17.898	sharingrating2	1793.456	3	69	F	2
1796.389	1.395	fixations	n/a	n/a	n/a	n/a	n/a
1797.872	17.912	sharingrating2	1815.888	3	10	R	2
1818.921	2.371	fixations	n/a	n/a	n/a	n/a	n/a
1821.388	17.904	sharingrating2	1839.387	3	34	F	5
1842.421	1.969	fixations	n/a	n/a	n/a	n/a	n/a
1844.487	17.903	sharingrating2	1862.487	3	73	F	2
1865.52	1.989	fixations	n/a	n/a	n/a	n/a	n/a
1867.537	1.972	intro&rest	n/a	n/a	n/a	n/a	n/a
