onset	duration	trial_type	onset_response	response_time	news_no	news_type	value
0.03	4.969	intro&rest	n/a	n/a	n/a	n/a	n/a
5.096	17.903	sharingrating1	23.096	3	37	F	1
26.129	2.606	fixations	n/a	n/a	n/a	n/a	n/a
28.845	17.89	sharingrating1	46.845	3	98	R	1
49.761	2.97	fixations	n/a	n/a	n/a	n/a	n/a
52.828	17.903	sharingrating1	70.827	3	97	R	4
73.861	2.085	fixations	n/a	n/a	n/a	n/a	n/a
76.044	17.902	sharingrating1	94.043	3	51	F	5
97.077	2.052	fixations	n/a	n/a	n/a	n/a	n/a
99.227	17.902	sharingrating1	117.226	3	7	R	1
120.259	2.766	fixations	n/a	n/a	n/a	n/a	n/a
123.126	17.899	sharingrating1	141.125	3	22	R	2
144.159	1.418	fixations	n/a	n/a	n/a	n/a	n/a
145.675	17.902	sharingrating1	163.675	3	35	F	5
166.708	2.359	fixations	n/a	n/a	n/a	n/a	n/a
169.158	17.909	sharingrating1	187.157	3	11	R	5
190.191	2.048	fixations	n/a	n/a	n/a	n/a	n/a
192.34	17.899	sharingrating1	210.34	3	83	F	3
213.373	1.42	fixations	n/a	n/a	n/a	n/a	n/a
214.89	17.903	sharingrating1	232.889	3	78	F	6
235.922	2.241	fixations	n/a	n/a	n/a	n/a	n/a
238.256	17.907	sharingrating1	256.255	3	21	R	2
259.288	2.5	fixations	n/a	n/a	n/a	n/a	n/a
261.888	17.9	sharingrating1	279.888	3	111	R	1
282.821	1.47	fixations	n/a	n/a	n/a	n/a	n/a
284.388	17.903	sharingrating1	302.387	3	18	R	2
305.42	1.87	fixations	n/a	n/a	n/a	n/a	n/a
307.387	17.903	sharingrating1	325.386	3	109	R	2
328.42	2.721	fixations	n/a	n/a	n/a	n/a	n/a
331.236	17.905	sharingrating1	349.236	3	123	F	3
352.169	1.405	fixations	n/a	n/a	n/a	n/a	n/a
353.653	17.921	sharingrating1	371.668	3	122	F	4
374.701	1.752	fixations	n/a	n/a	n/a	n/a	n/a
376.551	17.902	sharingrating1	394.551	3	19	R	3
397.584	1.064	fixations	n/a	n/a	n/a	n/a	n/a
398.751	17.897	sharingrating1	416.75	3	117	R	5
419.684	1.836	fixations	n/a	n/a	n/a	n/a	n/a
421.65	17.87	sharingrating1	439.616	3	132	F	5
442.649	2.251	fixations	n/a	n/a	n/a	n/a	n/a
444.999	17.901	sharingrating1	462.999	3	130	F	5
465.932	1.559	fixations	n/a	n/a	n/a	n/a	n/a
467.615	17.876	sharingrating1	485.598	3	129	F	6
488.631	2.181	fixations	n/a	n/a	n/a	n/a	n/a
490.915	17.897	sharingrating1	508.914	3	42	F	6
511.947	2.016	fixations	n/a	n/a	n/a	n/a	n/a
514.081	17.882	sharingrating1	532.063	3	13	R	5
535.097	1.404	fixations	n/a	n/a	n/a	n/a	n/a
536.613	17.888	sharingrating1	554.596	3	43	F	2
557.629	1.528	fixations	n/a	n/a	n/a	n/a	n/a
559.246	17.911	sharingrating1	577.245	3	23	R	1
580.279	1.174	fixations	n/a	n/a	n/a	n/a	n/a
581.562	17.891	sharingrating1	599.545	3	133	F	1
602.578	1.434	fixations	n/a	n/a	n/a	n/a	n/a
604.111	17.901	sharingrating1	622.111	3	87	F	2
625.144	2.396	fixations	n/a	n/a	n/a	n/a	n/a
627.644	17.896	sharingrating1	645.643	3	68	F	2
648.677	1.471	fixations	n/a	n/a	n/a	n/a	n/a
650.26	17.888	sharingrating1	668.259	3	8	R	2
671.176	1.892	fixations	n/a	n/a	n/a	n/a	n/a
673.159	17.909	sharingrating1	691.158	3	71	F	6
694.092	2.19	fixations	n/a	n/a	n/a	n/a	n/a
696.375	17.907	sharingrating1	714.374	3	67	F	6
717.408	1.763	fixations	n/a	n/a	n/a	n/a	n/a
719.258	17.913	sharingrating1	737.257	3	40	F	3
740.29	1.829	fixations	n/a	n/a	n/a	n/a	n/a
