onset	duration	trial_type	onset_response	response_time	news_no	news_type	value
0.035	4.964	intro&rest	n/a	n/a	n/a	n/a	n/a
5.102	17.897	sharingrating1	23.101	3	130	F	2
26.134	1.557	fixations	n/a	n/a	n/a	n/a	n/a
27.784	17.907	sharingrating1	45.784	3	97	R	2
48.817	2.086	fixations	n/a	n/a	n/a	n/a	n/a
51	17.903	sharingrating1	69	3	67	F	3
72.033	1.764	fixations	n/a	n/a	n/a	n/a	n/a
73.9	17.897	sharingrating1	91.899	3	132	F	3
94.932	2.251	fixations	n/a	n/a	n/a	n/a	n/a
97.282	17.901	sharingrating1	115.282	3	120	R	3
118.315	2.748	fixations	n/a	n/a	n/a	n/a	n/a
121.165	17.898	sharingrating1	139.164	3	68	F	4
142.197	1.472	fixations	n/a	n/a	n/a	n/a	n/a
143.764	17.905	sharingrating1	161.763	3	22	R	3
164.797	1.418	fixations	n/a	n/a	n/a	n/a	n/a
166.313	17.902	sharingrating1	184.329	3	50	F	5
187.363	2.239	fixations	n/a	n/a	n/a	n/a	n/a
189.696	17.906	sharingrating1	207.695	3	13	R	2
210.729	1.404	fixations	n/a	n/a	n/a	n/a	n/a
212.229	17.904	sharingrating1	230.228	3	133	F	2
233.261	1.434	fixations	n/a	n/a	n/a	n/a	n/a
234.795	17.9	sharingrating1	252.794	3	111	R	3
255.827	1.469	fixations	n/a	n/a	n/a	n/a	n/a
257.394	17.902	sharingrating1	275.393	3	21	R	3
278.427	2.499	fixations	n/a	n/a	n/a	n/a	n/a
281.026	17.9	sharingrating1	299.026	3	110	R	4
302.059	1.514	fixations	n/a	n/a	n/a	n/a	n/a
303.659	17.914	sharingrating1	321.659	3	122	F	3
324.608	1.751	fixations	n/a	n/a	n/a	n/a	n/a
326.458	17.901	sharingrating1	344.458	3	37	F	4
347.491	2.606	fixations	n/a	n/a	n/a	n/a	n/a
350.191	17.906	sharingrating1	368.19	3	40	F	2
371.224	1.828	fixations	n/a	n/a	n/a	n/a	n/a
373.157	17.895	sharingrating1	391.156	3	109	R	3
394.19	2.721	fixations	n/a	n/a	n/a	n/a	n/a
397.006	17.905	sharingrating1	415.006	3	2	R	2
418.039	2.908	fixations	n/a	n/a	n/a	n/a	n/a
421.039	17.907	sharingrating1	439.038	3	43	F	4
442.072	1.527	fixations	n/a	n/a	n/a	n/a	n/a
443.705	17.894	sharingrating1	461.704	3	8	R	2
464.738	1.885	fixations	n/a	n/a	n/a	n/a	n/a
466.721	17.902	sharingrating1	484.72	3	78	F	4
487.753	2.241	fixations	n/a	n/a	n/a	n/a	n/a
490.087	17.907	sharingrating1	508.086	3	11	R	3
511.12	2.048	fixations	n/a	n/a	n/a	n/a	n/a
513.253	17.915	sharingrating1	531.252	3	23	R	4
534.285	1.175	fixations	n/a	n/a	n/a	n/a	n/a
535.552	17.908	sharingrating1	553.551	3	117	R	3
556.585	1.837	fixations	n/a	n/a	n/a	n/a	n/a
558.518	17.904	sharingrating1	576.534	3	129	F	3
579.567	2.181	fixations	n/a	n/a	n/a	n/a	n/a
581.834	17.914	sharingrating1	599.85	3	71	F	3
602.883	2.18	fixations	n/a	n/a	n/a	n/a	n/a
605.15	17.913	sharingrating1	623.166	3	93	R	2
626.199	2.006	fixations	n/a	n/a	n/a	n/a	n/a
628.299	17.906	sharingrating1	646.299	3	7	R	4
649.332	2.766	fixations	n/a	n/a	n/a	n/a	n/a
652.198	17.9	sharingrating1	670.198	3	83	F	3
673.231	1.42	fixations	n/a	n/a	n/a	n/a	n/a
674.748	17.903	sharingrating1	692.747	3	17	R	3
695.781	1.417	fixations	n/a	n/a	n/a	n/a	n/a
697.297	17.901	sharingrating1	715.297	3	19	R	4
718.33	1.064	fixations	n/a	n/a	n/a	n/a	n/a
