onset	duration	trial_type	onset_response	response_time	news_no	news_type	value
0.023	5	intro&rest	n/a	n/a	n/a	n/a	n/a
5.09	17.909	sharingrating1	23.089	3	43	F	5
26.122	1.528	fixations	n/a	n/a	n/a	n/a	n/a
27.756	17.894	sharingrating1	45.755	3	111	R	2
48.672	1.481	fixations	n/a	n/a	n/a	n/a	n/a
50.255	17.898	sharingrating1	68.255	3	71	F	6
71.288	2.18	fixations	n/a	n/a	n/a	n/a	n/a
73.571	17.897	sharingrating1	91.571	3	93	R	2
94.604	2.006	fixations	n/a	n/a	n/a	n/a	n/a
96.704	17.906	sharingrating1	114.703	3	133	F	2
117.736	1.434	fixations	n/a	n/a	n/a	n/a	n/a
119.27	17.9	sharingrating1	137.269	3	17	R	5
140.302	1.418	fixations	n/a	n/a	n/a	n/a	n/a
141.802	17.918	sharingrating1	159.802	3	23	R	2
162.835	1.175	fixations	n/a	n/a	n/a	n/a	n/a
164.118	17.892	sharingrating1	182.101	3	42	F	3
185.134	2.016	fixations	n/a	n/a	n/a	n/a	n/a
187.251	17.899	sharingrating1	205.251	3	109	R	4
208.284	2.722	fixations	n/a	n/a	n/a	n/a	n/a
211.117	17.889	sharingrating1	229.1	3	18	R	4
232.133	1.87	fixations	n/a	n/a	n/a	n/a	n/a
234.116	17.887	sharingrating1	252.116	3	49	F	2
255.149	2.059	fixations	n/a	n/a	n/a	n/a	n/a
257.316	17.892	sharingrating1	275.315	3	78	F	3
278.348	2.241	fixations	n/a	n/a	n/a	n/a	n/a
280.698	17.891	sharingrating1	298.698	3	22	R	3
301.731	1.419	fixations	n/a	n/a	n/a	n/a	n/a
303.248	17.902	sharingrating1	321.247	3	13	R	5
324.28	1.405	fixations	n/a	n/a	n/a	n/a	n/a
325.78	17.905	sharingrating1	343.78	3	110	R	4
346.813	1.514	fixations	n/a	n/a	n/a	n/a	n/a
348.446	17.881	sharingrating1	366.429	3	50	F	6
369.462	2.24	fixations	n/a	n/a	n/a	n/a	n/a
371.812	17.89	sharingrating1	389.795	3	123	F	3
392.828	1.399	fixations	n/a	n/a	n/a	n/a	n/a
394.328	17.899	sharingrating1	412.328	3	67	F	3
415.361	1.764	fixations	n/a	n/a	n/a	n/a	n/a
417.228	17.897	sharingrating1	435.227	3	117	R	3
438.26	1.838	fixations	n/a	n/a	n/a	n/a	n/a
440.21	17.888	sharingrating1	458.193	3	29	R	4
461.226	2.099	fixations	n/a	n/a	n/a	n/a	n/a
463.426	17.899	sharingrating1	481.426	3	51	F	6
484.459	2.053	fixations	n/a	n/a	n/a	n/a	n/a
486.609	17.905	sharingrating1	504.625	3	19	R	5
507.658	1.064	fixations	n/a	n/a	n/a	n/a	n/a
508.825	17.897	sharingrating1	526.824	3	40	F	6
529.858	1.828	fixations	n/a	n/a	n/a	n/a	n/a
531.791	17.895	sharingrating1	549.774	3	7	R	1
552.807	2.766	fixations	n/a	n/a	n/a	n/a	n/a
555.674	17.899	sharingrating1	573.673	3	21	R	4
576.706	2.5	fixations	n/a	n/a	n/a	n/a	n/a
579.306	17.9	sharingrating1	597.306	3	120	R	3
600.339	2.748	fixations	n/a	n/a	n/a	n/a	n/a
603.189	17.898	sharingrating1	621.188	3	37	F	4
624.222	2.605	fixations	n/a	n/a	n/a	n/a	n/a
626.922	17.905	sharingrating1	644.921	3	68	F	6
647.954	1.472	fixations	n/a	n/a	n/a	n/a	n/a
649.521	17.905	sharingrating1	667.537	3	35	F	4
670.57	2.359	fixations	n/a	n/a	n/a	n/a	n/a
673.037	17.892	sharingrating1	691.036	3	2	R	5
694.07	2.906	fixations	n/a	n/a	n/a	n/a	n/a
697.086	17.89	sharingrating1	715.086	3	98	R	2
718.119	2.962	fixations	n/a	n/a	n/a	n/a	n/a
721.186	17.895	sharingrating1	739.185	3	130	F	4
742.218	1.557	fixations	n/a	n/a	n/a	n/a	n/a
743.885	17.89	sharingrating1	761.868	3	97	R	3
764.901	2.086	fixations	n/a	n/a	n/a	n/a	n/a
767.084	17.903	sharingrating1	785.084	3	11	R	4
788.117	2.049	fixations	n/a	n/a	n/a	n/a	n/a
790.267	17.899	sharingrating1	808.266	3	8	R	3
811.3	1.885	fixations	n/a	n/a	n/a	n/a	n/a
813.283	17.902	sharingrating1	831.282	3	132	F	3
834.316	2.25	fixations	n/a	n/a	n/a	n/a	n/a
836.665	17.901	sharingrating1	854.665	3	83	F	3
857.698	1.42	fixations	n/a	n/a	n/a	n/a	n/a
859.215	17.903	sharingrating1	877.215	3	129	F	4
880.248	2.181	fixations	n/a	n/a	n/a	n/a	n/a
882.514	17.915	sharingrating1	900.514	3	122	F	3
903.547	1.752	fixations	n/a	n/a	n/a	n/a	n/a
905.397	17.902	sharingrating1	923.396	3	87	F	4
926.43	2.395	fixations	n/a	n/a	n/a	n/a	n/a
928.825	3	intro&rest	n/a	n/a	n/a	n/a	n/a
931.863	5	intro&rest	n/a	n/a	n/a	n/a	n/a
936.929	17.896	accuracyrating	954.929	3	55	F	5
957.962	1.764	fixations	n/a	n/a	n/a	n/a	n/a
959.812	17.914	accuracyrating	977.828	3	15	R	1
980.861	2.409	fixations	n/a	n/a	n/a	n/a	n/a
983.378	17.892	accuracyrating	1001.377	3	106	R	5
1004.411	2.117	fixations	n/a	n/a	n/a	n/a	n/a
1006.627	17.901	accuracyrating	1024.627	3	64	F	4
1027.66	1.525	fixations	n/a	n/a	n/a	n/a	n/a
1029.277	17.908	accuracyrating	1047.276	3	96	R	5
1050.309	1.295	fixations	n/a	n/a	n/a	n/a	n/a
1051.709	17.895	accuracyrating	1069.709	3	47	F	5
1072.742	2.499	fixations	n/a	n/a	n/a	n/a	n/a
1075.342	17.899	accuracyrating	1093.341	3	9	R	5
1096.275	1.954	fixations	n/a	n/a	n/a	n/a	n/a
1098.325	17.904	accuracyrating	1116.324	3	38	F	6
1119.357	1.998	fixations	n/a	n/a	n/a	n/a	n/a
1121.457	17.898	accuracyrating	1139.457	3	4	R	5
1142.49	2.657	fixations	n/a	n/a	n/a	n/a	n/a
1145.24	17.907	accuracyrating	1163.256	3	25	R	6
1166.173	2.341	fixations	n/a	n/a	n/a	n/a	n/a
1168.622	17.892	accuracyrating	1186.622	3	70	F	1
