onset	duration	trial_type	onset_response	response_time	news_no	news_real/fake	value
0.035	4.964	intro&rest	n/a	n/a	n/a	n/a	n/a
5.102	17.897	sharingrating1	23.101	3	29	R	1
26.135	2.098	fixations	n/a	n/a	n/a	n/a	n/a
28.351	17.882	sharingrating1	46.334	3	18	R	1
49.367	1.87	fixations	n/a	n/a	n/a	n/a	n/a
51.351	17.886	sharingrating1	69.35	3	98	R	1
72.383	2.962	fixations	n/a	n/a	n/a	n/a	n/a
75.45	17.895	sharingrating1	93.449	3	35	F	2
96.482	2.359	fixations	n/a	n/a	n/a	n/a	n/a
98.949	17.892	sharingrating1	116.948	3	78	F	3
119.982	2.24	fixations	n/a	n/a	n/a	n/a	n/a
122.315	17.907	sharingrating1	140.331	3	42	F	1
143.364	2.016	fixations	n/a	n/a	n/a	n/a	n/a
145.481	17.899	sharingrating1	163.48	3	51	F	1
166.514	2.052	fixations	n/a	n/a	n/a	n/a	n/a
168.663	17.903	sharingrating1	186.663	3	123	F	2
189.696	1.399	fixations	n/a	n/a	n/a	n/a	n/a
191.196	17.899	sharingrating1	209.196	3	110	R	1
212.229	1.514	fixations	n/a	n/a	n/a	n/a	n/a
213.862	17.881	sharingrating1	231.845	3	111	R	2
234.878	1.469	fixations	n/a	n/a	n/a	n/a	n/a
236.445	17.902	sharingrating1	254.444	3	40	F	2
257.377	1.833	fixations	n/a	n/a	n/a	n/a	n/a
259.311	17.899	sharingrating1	277.31	3	8	R	1
280.343	1.886	fixations	n/a	n/a	n/a	n/a	n/a
282.327	17.902	sharingrating1	300.326	3	130	F	1
303.359	1.557	fixations	n/a	n/a	n/a	n/a	n/a
305.01	17.906	sharingrating1	323.025	3	129	F	2
326.059	2.18	fixations	n/a	n/a	n/a	n/a	n/a
328.325	17.914	sharingrating1	346.341	3	87	F	1
349.375	2.395	fixations	n/a	n/a	n/a	n/a	n/a
351.874	17.896	sharingrating1	369.874	3	22	R	1
372.907	1.419	fixations	n/a	n/a	n/a	n/a	n/a
374.424	17.902	sharingrating1	392.423	3	120	R	1
395.456	2.748	fixations	n/a	n/a	n/a	n/a	n/a
398.29	17.914	sharingrating1	416.306	3	49	F	1
419.339	2.059	fixations	n/a	n/a	n/a	n/a	n/a
421.489	17.909	sharingrating1	439.505	3	133	F	1
442.538	1.434	fixations	n/a	n/a	n/a	n/a	n/a
444.072	17.9	sharingrating1	462.071	3	13	R	4
465.104	1.405	fixations	n/a	n/a	n/a	n/a	n/a
466.604	17.905	sharingrating1	484.604	3	97	R	1
487.637	2.086	fixations	n/a	n/a	n/a	n/a	n/a
489.82	17.903	sharingrating1	507.82	3	11	R	3
510.853	2.049	fixations	n/a	n/a	n/a	n/a	n/a
513.003	17.899	sharingrating1	531.002	3	17	R	3
534.036	1.417	fixations	n/a	n/a	n/a	n/a	n/a
535.552	17.901	sharingrating1	553.552	3	93	R	1
556.585	2.006	fixations	n/a	n/a	n/a	n/a	n/a
558.701	17.89	sharingrating1	576.701	3	50	F	1
579.734	2.24	fixations	n/a	n/a	n/a	n/a	n/a
582.067	17.907	sharingrating1	600.067	3	71	F	4
603.1	2.18	fixations	n/a	n/a	n/a	n/a	n/a
605.383	17.897	sharingrating1	623.383	3	19	R	1
626.416	1.064	fixations	n/a	n/a	n/a	n/a	n/a
627.583	17.897	sharingrating1	645.582	3	37	F	1
648.615	2.606	fixations	n/a	n/a	n/a	n/a	n/a
651.315	17.906	sharingrating1	669.315	3	23	R	5
672.348	1.175	fixations	n/a	n/a	n/a	n/a	n/a
673.615	17.908	sharingrating1	691.614	3	43	F	1
694.647	1.528	fixations	n/a	n/a	n/a	n/a	n/a
696.264	17.911	sharingrating1	714.28	3	109	R	1
717.313	2.722	fixations	n/a	n/a	n/a	n/a	n/a
720.13	17.905	sharingrating1	738.129	3	117	R	2
741.163	1.837	fixations	n/a	n/a	n/a	n/a	n/a
743.096	17.904	sharingrating1	761.095	3	21	R	1
764.128	2.5	fixations	n/a	n/a	n/a	n/a	n/a
766.728	17.9	sharingrating1	784.728	3	83	F	5
787.761	1.42	fixations	n/a	n/a	n/a	n/a	n/a
789.278	17.903	sharingrating1	807.277	3	68	F	1
810.31	1.472	fixations	n/a	n/a	n/a	n/a	n/a
811.877	17.905	sharingrating1	829.876	3	2	R	1
832.91	2.906	fixations	n/a	n/a	n/a	n/a	n/a
835.91	17.906	sharingrating1	853.909	3	122	F	4
856.942	1.752	fixations	n/a	n/a	n/a	n/a	n/a
858.792	17.902	sharingrating1	876.792	3	132	F	1
879.825	2.251	fixations	n/a	n/a	n/a	n/a	n/a
882.175	17.901	sharingrating1	900.174	3	7	R	6
903.208	2.765	fixations	n/a	n/a	n/a	n/a	n/a
906.074	17.899	sharingrating1	924.074	3	67	F	1
927.107	1.764	fixations	n/a	n/a	n/a	n/a	n/a
928.907	2.964	intro&rest	n/a	n/a	n/a	n/a	n/a
931.907	4.964	intro&rest	n/a	n/a	n/a	n/a	n/a
936.973	17.898	accuracyrating	954.973	3	1	R	5
958.006	1.619	fixations	n/a	n/a	n/a	n/a	n/a
959.722	17.903	accuracyrating	977.722	3	38	F	1
980.755	1.998	fixations	n/a	n/a	n/a	n/a	n/a
982.855	17.898	accuracyrating	1000.855	3	9	R	6
1003.888	1.954	fixations	n/a	n/a	n/a	n/a	n/a
1005.938	17.904	accuracyrating	1023.937	3	64	F	3
1026.97	1.525	fixations	n/a	n/a	n/a	n/a	n/a
1028.587	17.908	accuracyrating	1046.587	3	96	R	6
1049.62	1.295	fixations	n/a	n/a	n/a	n/a	n/a
1051.003	17.912	accuracyrating	1069.019	3	15	R	6
1072.052	2.409	fixations	n/a	n/a	n/a	n/a	n/a
1074.553	17.908	accuracyrating	1092.568	3	70	F	3
1095.602	2.391	fixations	n/a	n/a	n/a	n/a	n/a
1098.085	17.908	accuracyrating	1116.084	3	26	R	6
1119.118	2.187	fixations	n/a	n/a	n/a	n/a	n/a
1121.385	17.92	accuracyrating	1139.4	3	47	F	2
1142.434	2.498	fixations	n/a	n/a	n/a	n/a	n/a
