onset	duration	trial_type	onset_response	response_time	news_no	news_type	value
0.031	4.968	intro&rest	n/a	n/a	n/a	n/a	n/a
5.097	17.902	realrating	23.096	3	24	R	2
26.13	2.048	fixations	n/a	n/a	n/a	n/a	n/a
28.28	17.898	realrating	46.279	3	105	R	4
49.312	1.423	fixations	n/a	n/a	n/a	n/a	n/a
50.846	17.889	realrating	68.845	3	103	R	5
71.878	1.314	fixations	n/a	n/a	n/a	n/a	n/a
73.295	17.897	realrating	91.294	3	100	R	2
94.328	2.158	fixations	n/a	n/a	n/a	n/a	n/a
96.578	17.908	realrating	114.577	3	104	R	5
117.61	2.545	fixations	n/a	n/a	n/a	n/a	n/a
120.26	17.895	realrating	138.26	3	107	R	2
141.293	2.034	fixations	n/a	n/a	n/a	n/a	n/a
143.426	17.901	realrating	161.426	3	108	R	1
164.459	2.17	fixations	n/a	n/a	n/a	n/a	n/a
166.725	17.904	realrating	184.742	3	27	R	1
187.775	1.312	fixations	n/a	n/a	n/a	n/a	n/a
189.191	17.896	realrating	207.191	3	28	R	2
210.224	1.399	fixations	n/a	n/a	n/a	n/a	n/a
211.724	17.899	realrating	229.724	3	94	R	2
232.757	1.759	fixations	n/a	n/a	n/a	n/a	n/a
234.557	4.959	intro&rest	n/a	n/a	n/a	n/a	n/a
239.623	17.893	fakerating	257.623	3	57	F	5
260.656	2.573	fixations	n/a	n/a	n/a	n/a	n/a
263.322	17.907	fakerating	281.322	3	72	F	4
284.355	1.897	fixations	n/a	n/a	n/a	n/a	n/a
286.355	17.897	fakerating	304.338	3	91	F	1
307.371	2.144	fixations	n/a	n/a	n/a	n/a	n/a
309.621	17.894	fakerating	327.621	3	127	F	6
330.654	2.505	fixations	n/a	n/a	n/a	n/a	n/a
333.254	17.905	fakerating	351.253	3	58	F	1
354.286	1.945	fixations	n/a	n/a	n/a	n/a	n/a
356.336	17.895	fakerating	374.336	3	85	F	5
377.369	2.461	fixations	n/a	n/a	n/a	n/a	n/a
379.935	17.895	fakerating	397.935	3	61	F	1
400.968	2.146	fixations	n/a	n/a	n/a	n/a	n/a
403.218	17.896	fakerating	421.218	3	74	F	4
424.251	1.911	fixations	n/a	n/a	n/a	n/a	n/a
426.267	17.895	fakerating	444.267	3	131	F	6
447.3	2.274	fixations	n/a	n/a	n/a	n/a	n/a
449.667	17.907	fakerating	467.683	3	128	F	4
470.716	1.63	fixations	n/a	n/a	n/a	n/a	n/a
472.023	4.963	intro&rest	n/a	n/a	n/a	n/a	n/a
477.432	17.914	fakerating	495.449	3	36	F	1
498.482	1.687	fixations	n/a	n/a	n/a	n/a	n/a
500.265	17.904	fakerating	518.265	3	33	F	6
521.298	2.46	fixations	n/a	n/a	n/a	n/a	n/a
523.848	17.91	fakerating	541.847	3	76	F	1
544.88	1.875	fixations	n/a	n/a	n/a	n/a	n/a
546.847	17.908	fakerating	564.847	3	90	F	1
567.88	1.624	fixations	n/a	n/a	n/a	n/a	n/a
569.596	17.908	fakerating	587.612	3	77	F	4
590.646	1.43	fixations	n/a	n/a	n/a	n/a	n/a
592.179	17.897	fakerating	610.178	3	75	F	2
613.212	2.286	fixations	n/a	n/a	n/a	n/a	n/a
615.595	17.903	fakerating	633.594	3	53	F	4
636.628	1.558	fixations	n/a	n/a	n/a	n/a	n/a
638.278	17.908	fakerating	656.277	3	63	F	1
659.31	2.059	fixations	n/a	n/a	n/a	n/a	n/a
661.46	17.909	fakerating	679.46	3	89	F	5
682.493	2.484	fixations	n/a	n/a	n/a	n/a	n/a
685.076	17.901	fakerating	703.075	3	62	F	1
706.109	2.143	fixations	n/a	n/a	n/a	n/a	n/a
708.292	4.96	intro&rest	n/a	n/a	n/a	n/a	n/a
713.342	17.91	realrating	731.358	3	115	R	6
734.391	1.445	fixations	n/a	n/a	n/a	n/a	n/a
735.941	17.895	realrating	753.941	3	119	R	5
756.974	2.087	fixations	n/a	n/a	n/a	n/a	n/a
759.157	17.904	realrating	777.157	3	102	R	1
780.19	2.008	fixations	n/a	n/a	n/a	n/a	n/a
782.29	17.908	realrating	800.306	3	121	R	4
803.339	2.567	fixations	n/a	n/a	n/a	n/a	n/a
806.006	17.9	realrating	824.005	3	114	R	6
827.038	1.678	fixations	n/a	n/a	n/a	n/a	n/a
828.822	17.894	realrating	846.821	3	116	R	1
849.854	2.138	fixations	n/a	n/a	n/a	n/a	n/a
852.088	17.904	realrating	870.087	3	134	R	5
873.12	1.885	fixations	n/a	n/a	n/a	n/a	n/a
875.103	17.902	realrating	893.103	3	112	R	2
896.136	1.474	fixations	n/a	n/a	n/a	n/a	n/a
897.719	17.891	realrating	915.719	3	118	R	1
918.752	2.7	fixations	n/a	n/a	n/a	n/a	n/a
921.552	17.9	realrating	939.551	3	113	R	3
942.585	1.727	fixations	n/a	n/a	n/a	n/a	n/a
944.351	1.961	intro&rest	n/a	n/a	n/a	n/a	n/a
