onset	duration	trial_type	onset_response	response_time	news_no	news_type	value
0.034	4.965	intro&rest	n/a	n/a	n/a	n/a	n/a
5.101	17.898	fakerating	23.1	3	77	F	4
26.133	1.431	fixations	n/a	n/a	n/a	n/a	n/a
27.667	17.897	fakerating	45.666	3	89	F	4
48.699	2.484	fixations	n/a	n/a	n/a	n/a	n/a
51.283	17.9	fakerating	69.282	3	62	F	5
72.215	2.146	fixations	n/a	n/a	n/a	n/a	n/a
74.465	17.896	fakerating	92.465	3	33	F	2
95.498	2.46	fixations	n/a	n/a	n/a	n/a	n/a
98.048	17.91	fakerating	116.047	3	90	F	1
119.081	1.623	fixations	n/a	n/a	n/a	n/a	n/a
120.797	17.907	fakerating	138.797	3	63	F	1
141.83	2.059	fixations	n/a	n/a	n/a	n/a	n/a
143.98	17.909	fakerating	161.979	3	36	F	3
165.013	1.686	fixations	n/a	n/a	n/a	n/a	n/a
166.796	17.903	fakerating	184.795	3	76	F	1
187.828	1.875	fixations	n/a	n/a	n/a	n/a	n/a
189.812	17.891	fakerating	207.794	3	75	F	4
210.728	2.296	fixations	n/a	n/a	n/a	n/a	n/a
213.128	17.896	fakerating	231.127	3	53	F	5
234.16	1.559	fixations	n/a	n/a	n/a	n/a	n/a
235.76	4.959	intro&rest	n/a	n/a	n/a	n/a	n/a
240.827	17.892	realrating	258.826	3	112	R	6
261.859	1.474	fixations	n/a	n/a	n/a	n/a	n/a
263.443	17.89	realrating	281.425	3	134	R	1
284.359	1.893	fixations	n/a	n/a	n/a	n/a	n/a
286.359	17.893	realrating	304.358	3	119	R	1
307.291	2.082	fixations	n/a	n/a	n/a	n/a	n/a
309.475	17.898	realrating	327.474	3	121	R	6
330.507	2.567	fixations	n/a	n/a	n/a	n/a	n/a
333.174	17.9	realrating	351.173	3	102	R	5
354.207	2.007	fixations	n/a	n/a	n/a	n/a	n/a
356.307	17.907	realrating	374.306	3	114	R	6
377.339	1.678	fixations	n/a	n/a	n/a	n/a	n/a
379.122	17.895	realrating	397.122	3	115	R	4
400.155	1.445	fixations	n/a	n/a	n/a	n/a	n/a
401.705	17.895	realrating	419.705	3	113	R	6
422.738	1.728	fixations	n/a	n/a	n/a	n/a	n/a
424.571	17.895	realrating	442.571	3	118	R	3
445.604	2.7	fixations	n/a	n/a	n/a	n/a	n/a
448.404	17.9	realrating	466.403	3	116	R	2
469.436	2.138	fixations	n/a	n/a	n/a	n/a	n/a
471.603	4.971	intro&rest	n/a	n/a	n/a	n/a	n/a
476.686	17.888	realrating	494.686	3	100	R	1
497.719	2.159	fixations	n/a	n/a	n/a	n/a	n/a
499.969	17.909	realrating	517.985	3	108	R	2
521.018	2.17	fixations	n/a	n/a	n/a	n/a	n/a
523.285	17.903	realrating	541.284	3	27	R	1
544.317	1.312	fixations	n/a	n/a	n/a	n/a	n/a
545.717	17.912	realrating	563.733	3	104	R	3
566.767	2.544	fixations	n/a	n/a	n/a	n/a	n/a
569.417	17.894	realrating	587.416	3	105	R	4
590.449	1.423	fixations	n/a	n/a	n/a	n/a	n/a
591.983	17.889	realrating	609.982	3	94	R	2
613.015	1.759	fixations	n/a	n/a	n/a	n/a	n/a
614.882	17.892	realrating	632.881	3	103	R	4
635.915	1.313	fixations	n/a	n/a	n/a	n/a	n/a
637.331	17.897	realrating	655.331	3	24	R	4
658.364	2.049	fixations	n/a	n/a	n/a	n/a	n/a
660.514	17.899	realrating	678.513	3	28	R	5
681.546	1.399	fixations	n/a	n/a	n/a	n/a	n/a
683.046	17.899	realrating	701.046	3	107	R	1
704.079	2.035	fixations	n/a	n/a	n/a	n/a	n/a
706.146	4.967	intro&rest	n/a	n/a	n/a	n/a	n/a
711.212	17.901	fakerating	729.212	3	57	F	5
732.245	2.573	fixations	n/a	n/a	n/a	n/a	n/a
734.911	17.907	fakerating	752.911	3	91	F	5
755.944	2.144	fixations	n/a	n/a	n/a	n/a	n/a
758.194	17.894	fakerating	776.194	3	85	F	1
779.227	2.461	fixations	n/a	n/a	n/a	n/a	n/a
781.777	17.911	fakerating	799.776	3	58	F	1
802.809	1.945	fixations	n/a	n/a	n/a	n/a	n/a
804.859	17.895	fakerating	822.859	3	131	F	4
825.892	2.274	fixations	n/a	n/a	n/a	n/a	n/a
828.275	17.891	fakerating	846.275	3	127	F	2
849.308	2.505	fixations	n/a	n/a	n/a	n/a	n/a
851.908	17.905	fakerating	869.907	3	72	F	2
872.941	1.897	fixations	n/a	n/a	n/a	n/a	n/a
874.94	17.898	fakerating	892.94	3	128	F	6
895.973	1.63	fixations	n/a	n/a	n/a	n/a	n/a
897.69	17.913	fakerating	915.706	3	61	F	2
918.739	2.146	fixations	n/a	n/a	n/a	n/a	n/a
920.989	17.896	fakerating	938.988	3	74	F	1
942.022	1.911	fixations	n/a	n/a	n/a	n/a	n/a
943.972	1.961	intro&rest	n/a	n/a	n/a	n/a	n/a
