onset	duration	trial_type	onset_response	response_time	news_no	news_real/fake	value
5.09	17.909	fakerating	23.089	3	89	F	3
28.689	17.917	fakerating	46.705	3	90	F	2
51.455	17.907	fakerating	69.455	3	62	F	3
74.721	17.911	fakerating	92.721	3	63	F	2
97.904	17.909	fakerating	115.92	3	53	F	2
120.603	17.909	fakerating	138.603	3	77	F	3
143.186	17.881	fakerating	161.185	3	76	F	5
166.202	17.891	fakerating	184.184	3	33	F	2
189.784	17.893	fakerating	207.767	3	36	F	2
212.584	17.903	fakerating	230.583	3	75	F	4
241.016	17.887	realrating	258.999	3	115	R	1
263.582	17.895	realrating	281.582	3	121	R	1
287.298	17.884	realrating	305.281	3	134	R	1
310.297	17.902	realrating	328.297	3	113	R	2
333.063	17.898	realrating	351.063	3	102	R	1
356.213	17.891	realrating	374.212	3	114	R	2
379.045	17.878	realrating	397.028	3	118	R	2
402.861	17.9	realrating	420.86	3	119	R	1
426.094	17.886	realrating	444.076	3	112	R	1
448.693	17.89	realrating	466.693	3	116	R	1
476.959	17.905	realrating	494.958	3	104	R	1
500.641	17.895	realrating	518.641	3	94	R	3
523.541	17.892	realrating	541.54	3	27	R	1
545.99	17.895	realrating	563.989	3	24	R	1
569.073	17.895	realrating	587.072	3	105	R	1
591.622	17.906	realrating	609.621	3	108	R	1
614.838	17.894	realrating	632.837	3	103	R	4
637.287	17.897	realrating	655.287	3	100	R	3
660.586	17.893	realrating	678.586	3	28	R	1
683.119	17.899	realrating	701.119	3	107	R	2
711.285	17.901	fakerating	729.284	3	61	F	2
734.551	17.913	fakerating	752.55	3	58	F	3
757.634	17.895	fakerating	775.633	3	57	F	2
781.349	17.89	fakerating	799.332	3	74	F	6
804.382	17.894	fakerating	822.381	3	127	F	2
828.031	17.889	fakerating	846.014	3	85	F	5
851.597	17.911	fakerating	869.597	3	72	F	1
874.613	17.914	fakerating	892.613	3	91	F	5
897.896	17.894	fakerating	915.895	3	128	F	3
920.662	17.897	fakerating	938.661	3	131	F	5
26.123	2.483	fixations	n/a	n/a	n/a	n/a	n/a
49.739	1.623	fixations	n/a	n/a	n/a	n/a	n/a
72.488	2.144	fixations	n/a	n/a	n/a	n/a	n/a
95.754	2.059	fixations	n/a	n/a	n/a	n/a	n/a
118.953	1.559	fixations	n/a	n/a	n/a	n/a	n/a
141.636	1.431	fixations	n/a	n/a	n/a	n/a	n/a
164.218	1.875	fixations	n/a	n/a	n/a	n/a	n/a
187.218	2.459	fixations	n/a	n/a	n/a	n/a	n/a
210.8	1.687	fixations	n/a	n/a	n/a	n/a	n/a
233.616	2.287	fixations	n/a	n/a	n/a	n/a	n/a
262.032	1.445	fixations	n/a	n/a	n/a	n/a	n/a
284.615	2.567	fixations	n/a	n/a	n/a	n/a	n/a
308.314	1.885	fixations	n/a	n/a	n/a	n/a	n/a
331.23	1.731	fixations	n/a	n/a	n/a	n/a	n/a
354.096	2.008	fixations	n/a	n/a	n/a	n/a	n/a
377.245	1.678	fixations	n/a	n/a	n/a	n/a	n/a
400.061	2.7	fixations	n/a	n/a	n/a	n/a	n/a
423.894	2.086	fixations	n/a	n/a	n/a	n/a	n/a
447.11	1.473	fixations	n/a	n/a	n/a	n/a	n/a
469.726	2.138	fixations	n/a	n/a	n/a	n/a	n/a
497.991	2.545	fixations	n/a	n/a	n/a	n/a	n/a
521.674	1.759	fixations	n/a	n/a	n/a	n/a	n/a
544.573	1.312	fixations	n/a	n/a	n/a	n/a	n/a
566.923	2.045	fixations	n/a	n/a	n/a	n/a	n/a
590.105	1.423	fixations	n/a	n/a	n/a	n/a	n/a
612.555	2.177	fixations	n/a	n/a	n/a	n/a	n/a
635.871	1.313	fixations	n/a	n/a	n/a	n/a	n/a
658.32	2.159	fixations	n/a	n/a	n/a	n/a	n/a
681.619	1.399	fixations	n/a	n/a	n/a	n/a	n/a
704.152	2.034	fixations	n/a	n/a	n/a	n/a	n/a
732.318	2.146	fixations	n/a	n/a	n/a	n/a	n/a
755.584	1.945	fixations	n/a	n/a	n/a	n/a	n/a
778.666	2.573	fixations	n/a	n/a	n/a	n/a	n/a
802.365	1.911	fixations	n/a	n/a	n/a	n/a	n/a
825.415	2.505	fixations	n/a	n/a	n/a	n/a	n/a
849.047	2.461	fixations	n/a	n/a	n/a	n/a	n/a
872.63	1.897	fixations	n/a	n/a	n/a	n/a	n/a
895.646	2.144	fixations	n/a	n/a	n/a	n/a	n/a
918.929	1.63	fixations	n/a	n/a	n/a	n/a	n/a
941.695	2.274	fixations	n/a	n/a	n/a	n/a	n/a
0.04	4.959	intro&rest	n/a	n/a	n/a	n/a	n/a
235.933	4.97	intro&rest	n/a	n/a	n/a	n/a	n/a
471.892	4.972	intro&rest	n/a	n/a	n/a	n/a	n/a
706.218	4.968	intro&rest	n/a	n/a	n/a	n/a	n/a
944.011	1.958	intro&rest	n/a	n/a	n/a	n/a	n/a
