onset	duration	trial_type	onset_response	response_time	news_no	news_type	value
0.033	4.966	intro&rest	n/a	n/a	n/a	n/a	n/a
5.099	17.9	sharingrating1	23.099	3	117	R	3
26.132	1.838	fixations	n/a	n/a	n/a	n/a	n/a
28.082	17.888	sharingrating1	46.064	3	130	F	5
49.098	1.556	fixations	n/a	n/a	n/a	n/a	n/a
50.764	17.89	sharingrating1	68.764	3	29	R	2
71.797	2.099	fixations	n/a	n/a	n/a	n/a	n/a
73.997	17.899	sharingrating1	91.996	3	37	F	2
95.03	2.605	fixations	n/a	n/a	n/a	n/a	n/a
97.729	17.906	sharingrating1	115.729	3	132	F	5
118.762	2.251	fixations	n/a	n/a	n/a	n/a	n/a
121.095	17.918	sharingrating1	139.112	3	87	F	2
142.145	2.396	fixations	n/a	n/a	n/a	n/a	n/a
144.645	17.896	sharingrating1	162.644	3	11	R	1
165.677	2.049	fixations	n/a	n/a	n/a	n/a	n/a
167.827	17.899	sharingrating1	185.827	3	21	R	2
188.86	2.5	fixations	n/a	n/a	n/a	n/a	n/a
191.46	17.9	sharingrating1	209.459	3	110	R	5
212.493	1.513	fixations	n/a	n/a	n/a	n/a	n/a
214.109	17.897	sharingrating1	232.109	3	8	R	2
235.142	1.886	fixations	n/a	n/a	n/a	n/a	n/a
237.125	17.903	sharingrating1	255.125	3	2	R	5
258.158	2.907	fixations	n/a	n/a	n/a	n/a	n/a
261.158	17.907	sharingrating1	279.157	3	13	R	2
282.19	1.405	fixations	n/a	n/a	n/a	n/a	n/a
283.707	17.888	sharingrating1	301.69	3	98	R	3
304.723	2.962	fixations	n/a	n/a	n/a	n/a	n/a
307.79	17.895	sharingrating1	325.789	3	51	F	6
328.722	2.05	fixations	n/a	n/a	n/a	n/a	n/a
330.872	17.9	sharingrating1	348.872	3	18	R	1
351.905	1.87	fixations	n/a	n/a	n/a	n/a	n/a
353.872	17.903	sharingrating1	371.871	3	35	F	4
374.904	2.359	fixations	n/a	n/a	n/a	n/a	n/a
377.354	17.909	sharingrating1	395.354	3	49	F	2
398.387	2.059	fixations	n/a	n/a	n/a	n/a	n/a
400.537	17.909	sharingrating1	418.536	3	71	F	5
421.569	2.18	fixations	n/a	n/a	n/a	n/a	n/a
423.836	17.913	sharingrating1	441.852	3	40	F	4
444.885	1.829	fixations	n/a	n/a	n/a	n/a	n/a
446.819	17.895	sharingrating1	464.818	3	123	F	1
467.851	1.399	fixations	n/a	n/a	n/a	n/a	n/a
469.351	17.899	sharingrating1	487.351	3	68	F	5
490.384	1.472	fixations	n/a	n/a	n/a	n/a	n/a
491.967	17.889	sharingrating1	509.95	3	50	F	5
512.983	2.24	fixations	n/a	n/a	n/a	n/a	n/a
515.317	17.906	sharingrating1	533.316	3	78	F	5
536.349	2.241	fixations	n/a	n/a	n/a	n/a	n/a
538.682	17.908	sharingrating1	556.699	3	42	F	2
559.732	2.016	fixations	n/a	n/a	n/a	n/a	n/a
561.848	17.9	sharingrating1	579.848	3	22	R	2
582.881	1.419	fixations	n/a	n/a	n/a	n/a	n/a
584.398	17.902	sharingrating1	602.397	3	17	R	1
605.43	1.418	fixations	n/a	n/a	n/a	n/a	n/a
606.947	17.901	sharingrating1	624.946	3	97	R	1
627.98	2.085	fixations	n/a	n/a	n/a	n/a	n/a
630.163	17.902	sharingrating1	648.162	3	43	F	5
651.196	1.527	fixations	n/a	n/a	n/a	n/a	n/a
652.812	17.911	sharingrating1	670.828	3	133	F	2
673.862	1.433	fixations	n/a	n/a	n/a	n/a	n/a
675.395	17.9	sharingrating1	693.394	3	93	R	2
696.428	2.005	fixations	n/a	n/a	n/a	n/a	n/a
698.528	17.905	sharingrating1	716.544	3	111	R	3
719.577	1.469	fixations	n/a	n/a	n/a	n/a	n/a
721.127	17.919	sharingrating1	739.143	3	67	F	2
742.176	1.764	fixations	n/a	n/a	n/a	n/a	n/a
744.043	17.897	sharingrating1	762.042	3	109	R	3
765.076	2.721	fixations	n/a	n/a	n/a	n/a	n/a
767.892	17.905	sharingrating1	785.891	3	83	F	2
788.925	1.419	fixations	n/a	n/a	n/a	n/a	n/a
790.425	17.919	sharingrating1	808.441	3	7	R	6
811.374	2.77	fixations	n/a	n/a	n/a	n/a	n/a
814.241	17.903	sharingrating1	832.257	3	129	F	6
835.29	2.181	fixations	n/a	n/a	n/a	n/a	n/a
837.557	17.914	sharingrating1	855.556	3	122	F	4
858.589	1.752	fixations	n/a	n/a	n/a	n/a	n/a
860.439	17.902	sharingrating1	878.439	3	120	R	2
881.472	2.748	fixations	n/a	n/a	n/a	n/a	n/a
884.305	17.915	sharingrating1	902.305	3	23	R	6
905.338	1.175	fixations	n/a	n/a	n/a	n/a	n/a
906.604	17.909	sharingrating1	924.621	3	19	R	1
927.537	1.074	fixations	n/a	n/a	n/a	n/a	n/a
928.654	2.957	intro&rest	n/a	n/a	n/a	n/a	n/a
931.637	4.974	intro&rest	n/a	n/a	n/a	n/a	n/a
936.703	17.908	accuracyrating	954.703	3	79	F	2
957.736	2.249	fixations	n/a	n/a	n/a	n/a	n/a
960.086	17.899	accuracyrating	978.086	3	96	R	5
981.119	1.295	fixations	n/a	n/a	n/a	n/a	n/a
982.502	17.912	accuracyrating	1000.518	3	38	F	3
1003.551	1.998	fixations	n/a	n/a	n/a	n/a	n/a
1005.651	17.898	accuracyrating	1023.651	3	55	F	3
1026.684	1.764	fixations	n/a	n/a	n/a	n/a	n/a
1028.551	17.897	accuracyrating	1046.55	3	15	R	2
1049.583	2.409	fixations	n/a	n/a	n/a	n/a	n/a
