onset	duration	trial_type	onset_response	response_time	news_no	news_type	value
1052.083	17.909	accuracyrating	1070.083	3	81	F	2
1073.116	1.427	fixations	n/a	n/a	n/a	n/a	n/a
1074.633	17.91	accuracyrating	1092.649	3	1	R	3
1095.682	1.619	fixations	n/a	n/a	n/a	n/a	n/a
1097.399	17.902	accuracyrating	1115.398	3	32	F	1
1118.431	1.758	fixations	n/a	n/a	n/a	n/a	n/a
1120.315	17.874	accuracyrating	1138.314	3	25	R	6
1141.347	2.333	fixations	n/a	n/a	n/a	n/a	n/a
1143.797	17.883	accuracyrating	1161.78	3	70	F	5
1164.813	2.392	fixations	n/a	n/a	n/a	n/a	n/a
1167.313	17.892	accuracyrating	1185.312	3	95	R	5
1188.229	1.384	fixations	n/a	n/a	n/a	n/a	n/a
1189.729	17.884	accuracyrating	1207.712	3	106	R	3
1210.745	2.118	fixations	n/a	n/a	n/a	n/a	n/a
1212.978	17.885	accuracyrating	1230.961	3	4	R	2
1233.994	2.657	fixations	n/a	n/a	n/a	n/a	n/a
1236.761	17.89	accuracyrating	1254.744	3	31	F	1
1257.777	2.32	fixations	n/a	n/a	n/a	n/a	n/a
1260.193	17.904	accuracyrating	1278.193	3	47	F	2
1281.226	2.499	fixations	n/a	n/a	n/a	n/a	n/a
1283.826	17.899	accuracyrating	1301.826	3	12	R	3
1304.759	1.653	fixations	n/a	n/a	n/a	n/a	n/a
1306.525	17.887	accuracyrating	1324.508	3	9	R	2
1327.541	1.954	fixations	n/a	n/a	n/a	n/a	n/a
1329.591	17.904	accuracyrating	1347.591	3	26	R	6
1350.624	2.188	fixations	n/a	n/a	n/a	n/a	n/a
1352.907	17.905	accuracyrating	1370.907	3	86	F	2
1373.94	1.788	fixations	n/a	n/a	n/a	n/a	n/a
1375.823	17.905	accuracyrating	1393.823	3	64	F	3
1396.856	1.525	fixations	n/a	n/a	n/a	n/a	n/a
1398.422	2.959	intro&rest	n/a	n/a	n/a	n/a	n/a
1401.406	4.975	intro&rest	n/a	n/a	n/a	n/a	n/a
1406.472	17.909	sharingrating2	1424.472	3	66	F	3
1427.605	2.236	fixations	n/a	n/a	n/a	n/a	n/a
1429.938	17.903	sharingrating2	1447.938	3	69	F	2
1450.971	1.396	fixations	n/a	n/a	n/a	n/a	n/a
1452.471	17.896	sharingrating2	1470.47	3	30	R	4
1473.404	2.624	fixations	n/a	n/a	n/a	n/a	n/a
1476.137	17.891	sharingrating2	1494.12	3	88	F	3
1497.153	1.266	fixations	n/a	n/a	n/a	n/a	n/a
1498.519	17.9	sharingrating2	1516.519	3	39	F	5
1519.552	1.253	fixations	n/a	n/a	n/a	n/a	n/a
1520.902	17.903	sharingrating2	1538.901	3	16	R	5
1541.935	2.314	fixations	n/a	n/a	n/a	n/a	n/a
1544.335	17.914	sharingrating2	1562.351	3	20	R	1
1565.384	1.856	fixations	n/a	n/a	n/a	n/a	n/a
1567.334	17.906	sharingrating2	1585.333	3	73	F	2
1588.367	1.988	fixations	n/a	n/a	n/a	n/a	n/a
1590.45	17.905	sharingrating2	1608.449	3	14	R	2
1611.483	1.803	fixations	n/a	n/a	n/a	n/a	n/a
1613.383	17.903	sharingrating2	1631.382	3	44	F	6
1634.415	1.616	fixations	n/a	n/a	n/a	n/a	n/a
1636.132	17.899	sharingrating2	1654.131	3	101	R	4
1657.165	1.355	fixations	n/a	n/a	n/a	n/a	n/a
1658.614	17.906	sharingrating2	1676.614	3	6	R	2
1679.647	1.524	fixations	n/a	n/a	n/a	n/a	n/a
1681.281	17.89	sharingrating2	1699.28	3	45	F	4
1702.313	2.799	fixations	n/a	n/a	n/a	n/a	n/a
1705.213	17.899	sharingrating2	1723.212	3	65	F	3
1726.246	2.042	fixations	n/a	n/a	n/a	n/a	n/a
1728.379	17.909	sharingrating2	1746.378	3	34	F	6
1749.412	1.969	fixations	n/a	n/a	n/a	n/a	n/a
1751.478	17.903	sharingrating2	1769.478	3	99	R	3
1772.511	2.397	fixations	n/a	n/a	n/a	n/a	n/a
1775.011	17.897	sharingrating2	1793.01	3	41	F	5
1795.944	2.221	fixations	n/a	n/a	n/a	n/a	n/a
1798.26	17.905	sharingrating2	1816.26	3	3	R	2
1819.293	1.894	fixations	n/a	n/a	n/a	n/a	n/a
1821.277	17.91	sharingrating2	1839.292	3	5	R	2
1842.209	2.297	fixations	n/a	n/a	n/a	n/a	n/a
1844.609	17.897	sharingrating2	1862.608	3	10	R	2
1865.642	2.37	fixations	n/a	n/a	n/a	n/a	n/a
1868.041	1.971	intro&rest	n/a	n/a	n/a	n/a	n/a
