onset	duration	trial_type	onset_response	response_time	news_no	news_real/fake	value
0.048	4.951	intro&rest	n/a	n/a	n/a	n/a	n/a
5.115	17.884	sharingrating1	23.098	3	43	F	4
26.131	1.528	fixations	n/a	n/a	n/a	n/a	n/a
27.781	17.878	sharingrating1	45.764	3	35	F	4
48.797	2.359	fixations	n/a	n/a	n/a	n/a	n/a
51.264	17.892	sharingrating1	69.246	3	40	F	5
72.28	1.828	fixations	n/a	n/a	n/a	n/a	n/a
74.23	17.878	sharingrating1	92.212	3	18	R	3
95.246	1.869	fixations	n/a	n/a	n/a	n/a	n/a
97.229	17.886	sharingrating1	115.212	3	13	R	4
118.245	1.405	fixations	n/a	n/a	n/a	n/a	n/a
119.745	17.905	sharingrating1	137.744	3	87	F	3
140.778	2.395	fixations	n/a	n/a	n/a	n/a	n/a
143.278	17.895	sharingrating1	161.277	3	123	F	4
164.31	1.399	fixations	n/a	n/a	n/a	n/a	n/a
165.81	17.899	sharingrating1	183.81	3	132	F	5
186.843	2.251	fixations	n/a	n/a	n/a	n/a	n/a
189.21	17.884	sharingrating1	207.192	3	17	R	3
210.226	1.417	fixations	n/a	n/a	n/a	n/a	n/a
211.742	17.901	sharingrating1	229.742	3	120	R	4
232.775	2.748	fixations	n/a	n/a	n/a	n/a	n/a
235.642	17.881	sharingrating1	253.624	3	8	R	4
256.658	1.885	fixations	n/a	n/a	n/a	n/a	n/a
258.658	17.885	sharingrating1	276.64	3	83	F	5
279.674	1.419	fixations	n/a	n/a	n/a	n/a	n/a
281.19	17.903	sharingrating1	299.19	3	49	F	4
302.223	2.059	fixations	n/a	n/a	n/a	n/a	n/a
304.406	17.876	sharingrating1	322.389	3	129	F	6
325.422	2.181	fixations	n/a	n/a	n/a	n/a	n/a
327.706	17.897	sharingrating1	345.705	3	68	F	4
348.738	1.472	fixations	n/a	n/a	n/a	n/a	n/a
350.305	17.905	sharingrating1	368.304	3	11	R	5
371.338	2.048	fixations	n/a	n/a	n/a	n/a	n/a
373.488	17.898	sharingrating1	391.487	3	71	F	6
394.52	2.18	fixations	n/a	n/a	n/a	n/a	n/a
396.804	17.896	sharingrating1	414.803	3	19	R	4
417.836	1.064	fixations	n/a	n/a	n/a	n/a	n/a
419.003	17.897	sharingrating1	437.002	3	42	F	5
440.036	2.015	fixations	n/a	n/a	n/a	n/a	n/a
442.152	17.899	sharingrating1	460.152	3	51	F	1
463.085	2.053	fixations	n/a	n/a	n/a	n/a	n/a
465.252	17.886	sharingrating1	483.234	3	130	F	3
486.268	1.556	fixations	n/a	n/a	n/a	n/a	n/a
487.934	17.89	sharingrating1	505.934	3	98	R	4
508.967	2.962	fixations	n/a	n/a	n/a	n/a	n/a
512.034	17.895	sharingrating1	530.033	3	110	R	2
533.066	1.514	fixations	n/a	n/a	n/a	n/a	n/a
534.683	17.897	sharingrating1	552.682	3	78	F	2
555.716	2.24	fixations	n/a	n/a	n/a	n/a	n/a
558.049	17.907	sharingrating1	576.048	3	37	F	1
579.082	2.605	fixations	n/a	n/a	n/a	n/a	n/a
581.782	17.905	sharingrating1	599.781	3	109	R	4
602.814	2.722	fixations	n/a	n/a	n/a	n/a	n/a
605.631	17.905	sharingrating1	623.63	3	122	F	4
626.664	1.751	fixations	n/a	n/a	n/a	n/a	n/a
628.514	17.901	sharingrating1	646.513	3	22	R	4
649.546	1.419	fixations	n/a	n/a	n/a	n/a	n/a
651.063	17.902	sharingrating1	669.062	3	133	F	2
672.096	1.433	fixations	n/a	n/a	n/a	n/a	n/a
673.63	17.899	sharingrating1	691.629	3	2	R	3
694.662	2.907	fixations	n/a	n/a	n/a	n/a	n/a
697.662	17.907	sharingrating1	715.661	3	23	R	3
718.694	1.175	fixations	n/a	n/a	n/a	n/a	n/a
719.961	17.908	sharingrating1	737.96	3	7	R	5
740.994	2.765	fixations	n/a	n/a	n/a	n/a	n/a
743.86	17.899	sharingrating1	761.86	3	93	R	4
764.893	2.006	fixations	n/a	n/a	n/a	n/a	n/a
767.01	17.889	sharingrating1	785.009	3	50	F	3
788.076	2.206	fixations	n/a	n/a	n/a	n/a	n/a
790.376	17.906	sharingrating1	808.375	3	117	R	2
811.408	1.838	fixations	n/a	n/a	n/a	n/a	n/a
813.342	17.904	sharingrating1	831.341	3	97	R	3
834.374	2.086	fixations	n/a	n/a	n/a	n/a	n/a
836.558	17.902	sharingrating1	854.557	3	29	R	3
857.657	2.032	fixations	n/a	n/a	n/a	n/a	n/a
859.79	17.899	sharingrating1	877.79	3	67	F	2
880.823	1.764	fixations	n/a	n/a	n/a	n/a	n/a
882.69	17.897	sharingrating1	900.689	3	111	R	3
903.622	1.468	fixations	n/a	n/a	n/a	n/a	n/a
905.189	17.901	sharingrating1	923.188	3	21	R	4
926.222	2.499	fixations	n/a	n/a	n/a	n/a	n/a
928.755	3	intro&rest	n/a	n/a	n/a	n/a	n/a
931.755	5	intro&rest	n/a	n/a	n/a	n/a	n/a
936.838	17.883	accuracyrating	954.821	3	31	F	4
957.854	2.32	fixations	n/a	n/a	n/a	n/a	n/a
960.271	17.903	accuracyrating	978.27	3	15	R	2
981.304	2.408	fixations	n/a	n/a	n/a	n/a	n/a
983.82	17.892	accuracyrating	1001.819	3	95	R	4
1004.853	1.373	fixations	n/a	n/a	n/a	n/a	n/a
1006.319	17.907	accuracyrating	1024.319	3	47	F	4
1027.352	2.499	fixations	n/a	n/a	n/a	n/a	n/a
1029.952	17.899	accuracyrating	1047.952	3	70	F	2
1050.985	2.392	fixations	n/a	n/a	n/a	n/a	n/a
1053.468	17.909	accuracyrating	1071.467	3	79	F	4
1074.501	2.248	fixations	n/a	n/a	n/a	n/a	n/a
1076.851	17.898	accuracyrating	1094.85	3	96	R	4
1097.883	1.295	fixations	n/a	n/a	n/a	n/a	n/a
1099.283	17.895	accuracyrating	1117.283	3	55	F	3
1120.316	1.764	fixations	n/a	n/a	n/a	n/a	n/a
1122.183	17.897	accuracyrating	1140.182	3	32	F	5
1143.215	1.758	fixations	n/a	n/a	n/a	n/a	n/a
1145.065	17.908	accuracyrating	1163.081	3	9	R	3
1166.115	1.953	fixations	n/a	n/a	n/a	n/a	n/a
1168.165	17.903	accuracyrating	1186.164	3	1	R	5
1189.197	1.619	fixations	n/a	n/a	n/a	n/a	n/a
1190.914	17.902	accuracyrating	1208.913	3	38	F	3
1211.947	1.997	fixations	n/a	n/a	n/a	n/a	n/a
1214.03	17.914	accuracyrating	1232.046	3	26	R	5
