onset	duration	trial_type	onset_response	response_time	news_no	news_type	value
1352.902	17.904	accuracyrating	1370.918	3	55	F	5
1373.951	1.764	fixations	n/a	n/a	n/a	n/a	n/a
1375.818	17.897	accuracyrating	1393.817	3	95	R	5
1396.851	1.373	fixations	n/a	n/a	n/a	n/a	n/a
1398.267	2.957	intro&rest	n/a	n/a	n/a	n/a	n/a
1401.25	4.974	intro&rest	n/a	n/a	n/a	n/a	n/a
1406.317	17.907	sharingrating2	1424.333	3	30	R	2
1427.366	2.627	fixations	n/a	n/a	n/a	n/a	n/a
1430.099	17.894	sharingrating2	1448.099	3	16	R	3
1451.132	2.315	fixations	n/a	n/a	n/a	n/a	n/a
1453.532	17.915	sharingrating2	1471.531	3	66	F	5
1474.565	2.335	fixations	n/a	n/a	n/a	n/a	n/a
1476.998	17.902	sharingrating2	1494.997	3	73	F	5
1498.031	1.988	fixations	n/a	n/a	n/a	n/a	n/a
1500.114	17.905	sharingrating2	1518.113	3	39	F	6
1521.147	1.252	fixations	n/a	n/a	n/a	n/a	n/a
1522.497	17.902	sharingrating2	1540.496	3	45	F	4
1543.529	2.799	fixations	n/a	n/a	n/a	n/a	n/a
1546.429	17.899	sharingrating2	1564.429	3	5	R	4
1567.462	2.285	fixations	n/a	n/a	n/a	n/a	n/a
1569.845	17.902	sharingrating2	1587.845	3	88	F	4
1590.878	1.266	fixations	n/a	n/a	n/a	n/a	n/a
1592.244	17.9	sharingrating2	1610.244	3	65	F	1
1613.277	2.043	fixations	n/a	n/a	n/a	n/a	n/a
1615.41	17.91	sharingrating2	1633.41	3	44	F	5
1636.343	1.627	fixations	n/a	n/a	n/a	n/a	n/a
1638.06	17.91	sharingrating2	1656.059	3	41	F	1
1659.092	2.223	fixations	n/a	n/a	n/a	n/a	n/a
1661.409	17.906	sharingrating2	1679.408	3	10	R	1
1682.442	2.37	fixations	n/a	n/a	n/a	n/a	n/a
1684.908	17.904	sharingrating2	1702.908	3	69	F	4
1705.941	1.396	fixations	n/a	n/a	n/a	n/a	n/a
1707.441	17.896	sharingrating2	1725.44	3	3	R	2
1728.474	1.893	fixations	n/a	n/a	n/a	n/a	n/a
1730.49	17.877	sharingrating2	1748.49	3	99	R	4
1751.523	2.397	fixations	n/a	n/a	n/a	n/a	n/a
1754.023	17.897	sharingrating2	1772.022	3	20	R	1
1775.055	1.856	fixations	n/a	n/a	n/a	n/a	n/a
1777.022	17.889	sharingrating2	1795.005	3	34	F	5
1798.038	1.97	fixations	n/a	n/a	n/a	n/a	n/a
1800.138	17.87	sharingrating2	1818.104	3	14	R	4
1821.137	1.804	fixations	n/a	n/a	n/a	n/a	n/a
1823.037	17.904	sharingrating2	1841.037	3	6	R	4
1844.07	1.524	fixations	n/a	n/a	n/a	n/a	n/a
1845.687	17.907	sharingrating2	1863.686	3	101	R	3
1866.719	1.356	fixations	n/a	n/a	n/a	n/a	n/a
1868.119	1.956	intro&rest	n/a	n/a	n/a	n/a	n/a
