onset	duration	trial_type	onset_response	response_time	news_no	news_real/fake	value
5.108	17.891	sharingrating1	23.091	3	2	R	5
29.141	17.89	sharingrating1	47.141	3	21	R	2
52.774	17.9	sharingrating1	70.773	3	22	R	2
75.306	17.919	sharingrating1	93.323	3	13	R	3
97.856	17.905	sharingrating1	115.855	3	133	F	1
120.422	17.9	sharingrating1	138.421	3	19	R	3
142.621	17.897	sharingrating1	160.621	3	120	R	4
166.504	17.898	sharingrating1	184.503	3	7	R	4
190.403	17.899	sharingrating1	208.403	3	97	R	2
213.619	17.903	sharingrating1	231.619	3	109	R	5
237.468	17.906	sharingrating1	255.468	3	110	R	3
260.118	17.897	sharingrating1	278.117	3	42	F	4
283.267	17.899	sharingrating1	301.267	3	8	R	4
306.283	17.903	sharingrating1	324.283	3	98	R	2
330.382	17.896	sharingrating1	348.382	3	17	R	4
352.948	17.885	sharingrating1	370.931	3	129	F	4
376.248	17.897	sharingrating1	394.247	3	78	F	2
399.614	17.907	sharingrating1	417.613	3	68	F	4
422.13	17.897	sharingrating1	440.129	3	67	F	3
445.029	17.897	sharingrating1	463.028	3	35	F	3
468.512	17.908	sharingrating1	486.528	3	18	R	2
491.528	17.903	sharingrating1	509.527	3	117	R	2
514.494	17.904	sharingrating1	532.493	3	11	R	4
537.676	17.899	sharingrating1	555.676	3	37	F	1
561.409	17.906	sharingrating1	579.408	3	43	F	5
584.058	17.911	sharingrating1	602.058	3	71	F	4
607.358	17.913	sharingrating1	625.357	3	23	R	1
629.657	17.908	sharingrating1	647.673	3	123	F	4
652.19	17.915	sharingrating1	670.206	3	51	F	2
675.389	17.903	sharingrating1	693.388	3	111	R	2
697.888	17.907	sharingrating1	715.888	3	132	F	2
721.271	17.901	sharingrating1	739.27	3	29	R	2
744.487	17.915	sharingrating1	762.503	3	40	F	4
767.453	17.912	sharingrating1	785.452	3	87	F	3
790.986	17.895	sharingrating1	808.985	3	50	F	3
814.352	17.906	sharingrating1	832.351	3	49	F	4
837.534	17.909	sharingrating1	855.55	3	130	F	4
860.234	17.906	sharingrating1	878.233	3	83	F	4
882.683	17.911	sharingrating1	900.699	3	93	R	3
905.832	17.906	sharingrating1	923.832	3	122	F	4
936.715	17.902	accuracyrating	954.714	3	1	R	3
959.464	17.902	accuracyrating	977.464	3	31	F	4
982.93	17.887	accuracyrating	1000.913	3	4	R	5
1006.696	17.907	accuracyrating	1024.695	3	38	F	4
1029.812	17.914	accuracyrating	1047.828	3	96	R	5
1052.261	17.895	accuracyrating	1070.261	3	95	R	5
1074.777	17.891	accuracyrating	1092.777	3	25	R	5
1098.243	17.9	accuracyrating	1116.243	3	15	R	4
1121.793	17.892	accuracyrating	1139.792	3	32	F	2
1144.675	17.908	accuracyrating	1162.675	3	47	F	2
1168.325	17.882	accuracyrating	1186.308	3	106	R	4
1191.557	17.902	accuracyrating	1209.557	3	86	F	4
1214.473	17.905	accuracyrating	1232.473	3	12	R	6
1237.256	17.903	accuracyrating	1255.255	3	79	F	4
1260.639	17.898	accuracyrating	1278.638	3	81	F	2
1283.188	17.91	accuracyrating	1301.187	3	26	R	3
1306.421	17.899	accuracyrating	1324.42	3	64	F	4
1329.087	17.891	accuracyrating	1347.086	3	55	F	4
1351.986	17.897	accuracyrating	1369.985	3	70	F	1
1375.519	17.891	accuracyrating	1393.518	3	9	R	4
1406.601	17.904	sharingrating2	1424.601	3	3	R	4
1429.634	17.894	sharingrating2	1447.633	3	5	R	4
1453.034	17.917	sharingrating2	1471.049	3	6	R	2
1475.699	17.907	sharingrating2	1493.699	3	10	R	1
1499.198	17.905	sharingrating2	1517.198	3	14	R	2
1522.131	17.904	sharingrating2	1540.147	3	16	R	3
1545.597	17.898	sharingrating2	1563.596	3	20	R	2
1568.596	17.889	sharingrating2	1586.579	3	30	R	5
1592.346	17.893	sharingrating2	1610.345	3	99	R	2
1615.878	17.897	sharingrating2	1633.878	3	101	R	4
1638.378	17.889	sharingrating2	1656.36	3	34	F	2
1661.477	17.886	sharingrating2	1679.46	3	39	F	4
1683.843	17.903	sharingrating2	1701.842	3	41	F	3
1707.192	17.906	sharingrating2	1725.192	3	44	F	3
1729.942	17.899	sharingrating2	1747.941	3	45	F	3
1753.874	17.899	sharingrating2	1771.857	3	66	F	2
1777.324	17.902	sharingrating2	1795.323	3	65	F	1
1800.506	17.893	sharingrating2	1818.506	3	88	F	2
1822.906	17.899	sharingrating2	1840.905	3	69	F	2
1845.455	17.879	sharingrating2	1863.438	3	73	F	3
26.124	2.907	fixations	n/a	n/a	n/a	n/a	n/a
50.174	2.5	fixations	n/a	n/a	n/a	n/a	n/a
73.807	1.418	fixations	n/a	n/a	n/a	n/a	n/a
96.356	1.405	fixations	n/a	n/a	n/a	n/a	n/a
118.889	1.433	fixations	n/a	n/a	n/a	n/a	n/a
141.454	1.064	fixations	n/a	n/a	n/a	n/a	n/a
163.654	2.748	fixations	n/a	n/a	n/a	n/a	n/a
187.536	2.766	fixations	n/a	n/a	n/a	n/a	n/a
211.436	2.086	fixations	n/a	n/a	n/a	n/a	n/a
234.652	2.722	fixations	n/a	n/a	n/a	n/a	n/a
258.501	1.514	fixations	n/a	n/a	n/a	n/a	n/a
281.15	2.016	fixations	n/a	n/a	n/a	n/a	n/a
304.3	1.886	fixations	n/a	n/a	n/a	n/a	n/a
327.316	2.962	fixations	n/a	n/a	n/a	n/a	n/a
351.415	1.418	fixations	n/a	n/a	n/a	n/a	n/a
373.964	2.181	fixations	n/a	n/a	n/a	n/a	n/a
397.28	2.241	fixations	n/a	n/a	n/a	n/a	n/a
420.546	1.481	fixations	n/a	n/a	n/a	n/a	n/a
443.162	1.764	fixations	n/a	n/a	n/a	n/a	n/a
466.062	2.358	fixations	n/a	n/a	n/a	n/a	n/a
489.561	1.87	fixations	n/a	n/a	n/a	n/a	n/a
512.56	1.838	fixations	n/a	n/a	n/a	n/a	n/a
535.527	2.048	fixations	n/a	n/a	n/a	n/a	n/a
558.709	2.606	fixations	n/a	n/a	n/a	n/a	n/a
582.442	1.527	fixations	n/a	n/a	n/a	n/a	n/a
605.091	2.18	fixations	n/a	n/a	n/a	n/a	n/a
628.39	1.175	fixations	n/a	n/a	n/a	n/a	n/a
650.706	1.399	fixations	n/a	n/a	n/a	n/a	n/a
673.239	2.053	fixations	n/a	n/a	n/a	n/a	n/a
696.322	1.473	fixations	n/a	n/a	n/a	n/a	n/a
718.921	2.251	fixations	n/a	n/a	n/a	n/a	n/a
742.304	2.098	fixations	n/a	n/a	n/a	n/a	n/a
765.536	1.829	fixations	n/a	n/a	n/a	n/a	n/a
788.486	2.395	fixations	n/a	n/a	n/a	n/a	n/a
812.018	2.24	fixations	n/a	n/a	n/a	n/a	n/a
835.384	2.059	fixations	n/a	n/a	n/a	n/a	n/a
858.684	1.456	fixations	n/a	n/a	n/a	n/a	n/a
881.166	1.428	fixations	n/a	n/a	n/a	n/a	n/a
903.732	2.006	fixations	n/a	n/a	n/a	n/a	n/a
926.865	1.752	fixations	n/a	n/a	n/a	n/a	n/a
957.747	1.619	fixations	n/a	n/a	n/a	n/a	n/a
980.497	2.32	fixations	n/a	n/a	n/a	n/a	n/a
1003.946	2.657	fixations	n/a	n/a	n/a	n/a	n/a
1027.729	1.997	fixations	n/a	n/a	n/a	n/a	n/a
1050.861	1.295	fixations	n/a	n/a	n/a	n/a	n/a
1073.294	1.374	fixations	n/a	n/a	n/a	n/a	n/a
1095.81	2.333	fixations	n/a	n/a	n/a	n/a	n/a
1119.276	2.409	fixations	n/a	n/a	n/a	n/a	n/a
1142.825	1.758	fixations	n/a	n/a	n/a	n/a	n/a
1165.708	2.499	fixations	n/a	n/a	n/a	n/a	n/a
1189.341	2.118	fixations	n/a	n/a	n/a	n/a	n/a
1212.59	1.788	fixations	n/a	n/a	n/a	n/a	n/a
1235.506	1.653	fixations	n/a	n/a	n/a	n/a	n/a
1258.289	2.248	fixations	n/a	n/a	n/a	n/a	n/a
1281.671	1.427	fixations	n/a	n/a	n/a	n/a	n/a
1304.121	2.199	fixations	n/a	n/a	n/a	n/a	n/a
1327.453	1.525	fixations	n/a	n/a	n/a	n/a	n/a
1350.119	1.764	fixations	n/a	n/a	n/a	n/a	n/a
1373.019	2.391	fixations	n/a	n/a	n/a	n/a	n/a
1396.551	1.954	fixations	n/a	n/a	n/a	n/a	n/a
1427.634	1.894	fixations	n/a	n/a	n/a	n/a	n/a
1450.666	2.285	fixations	n/a	n/a	n/a	n/a	n/a
1474.082	1.524	fixations	n/a	n/a	n/a	n/a	n/a
1496.732	2.371	fixations	n/a	n/a	n/a	n/a	n/a
1520.231	1.804	fixations	n/a	n/a	n/a	n/a	n/a
1543.18	2.315	fixations	n/a	n/a	n/a	n/a	n/a
1566.63	1.855	fixations	n/a	n/a	n/a	n/a	n/a
1589.612	2.627	fixations	n/a	n/a	n/a	n/a	n/a
1613.378	2.397	fixations	n/a	n/a	n/a	n/a	n/a
1636.911	1.356	fixations	n/a	n/a	n/a	n/a	n/a
1659.394	1.969	fixations	n/a	n/a	n/a	n/a	n/a
1682.493	1.253	fixations	n/a	n/a	n/a	n/a	n/a
1704.876	2.222	fixations	n/a	n/a	n/a	n/a	n/a
1728.225	1.616	fixations	n/a	n/a	n/a	n/a	n/a
1750.974	2.799	fixations	n/a	n/a	n/a	n/a	n/a
1774.89	2.336	fixations	n/a	n/a	n/a	n/a	n/a
1798.356	2.043	fixations	n/a	n/a	n/a	n/a	n/a
1821.539	1.266	fixations	n/a	n/a	n/a	n/a	n/a
1843.938	1.396	fixations	n/a	n/a	n/a	n/a	n/a
1866.471	1.989	fixations	n/a	n/a	n/a	n/a	n/a
0.023	5	intro&rest	n/a	n/a	n/a	n/a	n/a
931.863	5	intro&rest	n/a	n/a	n/a	n/a	n/a
1401.566	4.97	intro&rest	n/a	n/a	n/a	n/a	n/a
928.825	3	intro&rest	n/a	n/a	n/a	n/a	n/a
1398.566	3	intro&rest	n/a	n/a	n/a	n/a	n/a
1868.286	2	intro&rest	n/a	n/a	n/a	n/a	n/a
