onset	duration	trial_type	onset_response	response_time	news_no	news_type	value
0.037	4.962	intro&rest	n/a	n/a	n/a	n/a	n/a
5.104	17.895	realrating	23.103	3	27	R	4
26.136	1.312	fixations	n/a	n/a	n/a	n/a	n/a
27.57	17.878	realrating	45.553	3	94	R	3
48.586	1.759	fixations	n/a	n/a	n/a	n/a	n/a
50.452	17.893	realrating	68.452	3	107	R	2
71.485	2.034	fixations	n/a	n/a	n/a	n/a	n/a
73.618	17.901	realrating	91.618	3	108	R	2
94.651	2.17	fixations	n/a	n/a	n/a	n/a	n/a
96.934	17.887	realrating	114.917	3	105	R	2
117.95	1.423	fixations	n/a	n/a	n/a	n/a	n/a
119.484	17.889	realrating	137.467	3	24	R	3
140.5	2.049	fixations	n/a	n/a	n/a	n/a	n/a
142.666	17.883	realrating	160.649	3	100	R	4
163.682	2.159	fixations	n/a	n/a	n/a	n/a	n/a
165.932	17.909	realrating	183.932	3	104	R	2
186.965	2.545	fixations	n/a	n/a	n/a	n/a	n/a
189.615	17.895	realrating	207.615	3	28	R	4
210.648	1.399	fixations	n/a	n/a	n/a	n/a	n/a
212.148	17.899	realrating	230.147	3	103	R	4
233.18	1.314	fixations	n/a	n/a	n/a	n/a	n/a
234.53	4.964	intro&rest	n/a	n/a	n/a	n/a	n/a
239.597	17.897	fakerating	257.596	3	74	F	2
260.63	1.911	fixations	n/a	n/a	n/a	n/a	n/a
262.646	17.895	fakerating	280.646	3	85	F	4
283.679	2.461	fixations	n/a	n/a	n/a	n/a	n/a
286.245	17.895	fakerating	304.245	3	128	F	5
307.278	1.63	fixations	n/a	n/a	n/a	n/a	n/a
309.011	17.897	fakerating	327.011	3	131	F	2
330.044	2.274	fixations	n/a	n/a	n/a	n/a	n/a
332.427	17.891	fakerating	350.427	3	127	F	3
353.46	2.505	fixations	n/a	n/a	n/a	n/a	n/a
356.06	17.905	fakerating	374.059	3	91	F	5
377.093	2.144	fixations	n/a	n/a	n/a	n/a	n/a
379.343	17.894	fakerating	397.342	3	57	F	5
400.375	2.573	fixations	n/a	n/a	n/a	n/a	n/a
403.042	17.906	fakerating	421.041	3	72	F	4
424.075	1.897	fixations	n/a	n/a	n/a	n/a	n/a
426.075	17.897	fakerating	444.074	3	61	F	4
447.107	2.146	fixations	n/a	n/a	n/a	n/a	n/a
449.341	17.912	fakerating	467.34	3	58	F	5
470.373	1.945	fixations	n/a	n/a	n/a	n/a	n/a
472.357	4.961	intro&rest	n/a	n/a	n/a	n/a	n/a
477.407	17.911	fakerating	495.422	3	89	F	4
498.456	2.483	fixations	n/a	n/a	n/a	n/a	n/a
501.039	17.9	fakerating	519.038	3	75	F	3
522.072	2.286	fixations	n/a	n/a	n/a	n/a	n/a
524.455	17.903	fakerating	542.454	3	36	F	2
545.488	1.686	fixations	n/a	n/a	n/a	n/a	n/a
547.254	17.92	fakerating	565.27	3	63	F	1
568.304	2.058	fixations	n/a	n/a	n/a	n/a	n/a
570.47	17.892	fakerating	588.453	3	90	F	4
591.486	1.624	fixations	n/a	n/a	n/a	n/a	n/a
593.203	17.907	fakerating	611.219	3	62	F	2
614.252	2.144	fixations	n/a	n/a	n/a	n/a	n/a
616.502	17.894	fakerating	634.485	3	76	F	1
637.518	1.875	fixations	n/a	n/a	n/a	n/a	n/a
639.485	17.908	fakerating	657.484	3	77	F	4
660.518	1.43	fixations	n/a	n/a	n/a	n/a	n/a
662.051	17.897	fakerating	680.05	3	33	F	2
683.084	2.459	fixations	n/a	n/a	n/a	n/a	n/a
685.65	17.893	fakerating	703.633	3	53	F	1
706.666	1.559	fixations	n/a	n/a	n/a	n/a	n/a
708.266	4.959	intro&rest	n/a	n/a	n/a	n/a	n/a
713.316	17.909	realrating	731.315	3	102	R	4
734.349	2.007	fixations	n/a	n/a	n/a	n/a	n/a
736.465	17.891	realrating	754.465	3	118	R	2
757.381	2.709	fixations	n/a	n/a	n/a	n/a	n/a
760.181	17.909	realrating	778.197	3	119	R	3
781.231	2.086	fixations	n/a	n/a	n/a	n/a	n/a
783.414	17.903	realrating	801.413	3	112	R	2
804.347	1.478	fixations	n/a	n/a	n/a	n/a	n/a
805.913	17.912	realrating	823.929	3	114	R	3
826.963	1.677	fixations	n/a	n/a	n/a	n/a	n/a
828.729	17.911	realrating	846.745	3	115	R	2
849.779	1.444	fixations	n/a	n/a	n/a	n/a	n/a
851.329	17.894	realrating	869.328	3	134	R	3
872.361	1.885	fixations	n/a	n/a	n/a	n/a	n/a
874.344	17.902	realrating	892.344	3	113	R	2
895.377	1.728	fixations	n/a	n/a	n/a	n/a	n/a
897.211	17.894	realrating	915.21	3	121	R	3
918.243	2.567	fixations	n/a	n/a	n/a	n/a	n/a
920.91	17.9	realrating	938.909	3	116	R	1
941.943	2.137	fixations	n/a	n/a	n/a	n/a	n/a
944.109	1.971	intro&rest	n/a	n/a	n/a	n/a	n/a
