onset	duration	trial_type	onset_response	response_time	news_no	news_type	value
1167.242	17.888	accuracyrating	1185.242	3	55	F	6
1188.275	1.764	fixations	n/a	n/a	n/a	n/a	n/a
1190.141	17.898	accuracyrating	1208.141	3	95	R	5
1211.174	1.374	fixations	n/a	n/a	n/a	n/a	n/a
1212.657	17.891	accuracyrating	1230.657	3	106	R	6
1233.69	2.118	fixations	n/a	n/a	n/a	n/a	n/a
1235.907	17.901	accuracyrating	1253.906	3	81	F	5
1256.939	1.427	fixations	n/a	n/a	n/a	n/a	n/a
1258.473	17.893	accuracyrating	1276.472	3	38	F	5
1279.506	1.997	fixations	n/a	n/a	n/a	n/a	n/a
1281.605	17.898	accuracyrating	1299.605	3	70	F	3
1302.638	2.392	fixations	n/a	n/a	n/a	n/a	n/a
1305.138	17.892	accuracyrating	1323.137	3	4	R	6
1326.054	2.667	fixations	n/a	n/a	n/a	n/a	n/a
1328.821	17.9	accuracyrating	1346.82	3	26	R	4
1349.853	2.188	fixations	n/a	n/a	n/a	n/a	n/a
1352.137	17.904	accuracyrating	1370.136	3	9	R	4
1373.169	1.954	fixations	n/a	n/a	n/a	n/a	n/a
1375.219	17.904	accuracyrating	1393.219	3	12	R	4
1396.152	1.658	fixations	n/a	n/a	n/a	n/a	n/a
1397.852	2.958	intro&rest	n/a	n/a	n/a	n/a	n/a
1400.835	4.975	intro&rest	n/a	n/a	n/a	n/a	n/a
1405.902	17.908	sharingrating2	1423.901	3	20	R	4
1426.934	1.856	fixations	n/a	n/a	n/a	n/a	n/a
1428.884	17.906	sharingrating2	1446.884	3	69	F	5
1449.917	1.396	fixations	n/a	n/a	n/a	n/a	n/a
1451.417	17.896	sharingrating2	1469.416	3	45	F	4
1472.45	2.798	fixations	n/a	n/a	n/a	n/a	n/a
1475.35	17.898	sharingrating2	1493.349	3	88	F	4
1496.382	1.266	fixations	n/a	n/a	n/a	n/a	n/a
1497.749	17.899	sharingrating2	1515.748	3	39	F	5
1518.782	1.252	fixations	n/a	n/a	n/a	n/a	n/a
1520.115	17.919	sharingrating2	1538.131	3	41	F	5
1541.164	2.223	fixations	n/a	n/a	n/a	n/a	n/a
1543.481	17.906	sharingrating2	1561.497	3	16	R	6
1564.53	2.315	fixations	n/a	n/a	n/a	n/a	n/a
1566.947	17.898	sharingrating2	1584.946	3	3	R	5
1587.98	1.893	fixations	n/a	n/a	n/a	n/a	n/a
1589.963	17.91	sharingrating2	1607.962	3	6	R	5
1610.996	1.523	fixations	n/a	n/a	n/a	n/a	n/a
1612.612	17.907	sharingrating2	1630.612	3	30	R	5
1633.645	2.627	fixations	n/a	n/a	n/a	n/a	n/a
1636.362	17.91	sharingrating2	1654.378	3	99	R	5
1657.411	2.397	fixations	n/a	n/a	n/a	n/a	n/a
1659.894	17.914	sharingrating2	1677.91	3	65	F	4
1680.943	2.043	fixations	n/a	n/a	n/a	n/a	n/a
1683.093	17.893	sharingrating2	1701.093	3	73	F	2
1704.126	1.989	fixations	n/a	n/a	n/a	n/a	n/a
1706.209	17.906	sharingrating2	1724.209	3	10	R	2
1727.242	2.371	fixations	n/a	n/a	n/a	n/a	n/a
1729.709	17.904	sharingrating2	1747.708	3	5	R	5
1750.741	2.285	fixations	n/a	n/a	n/a	n/a	n/a
1753.125	17.901	sharingrating2	1771.124	3	44	F	6
1774.157	1.616	fixations	n/a	n/a	n/a	n/a	n/a
1775.907	17.866	sharingrating2	1793.873	3	14	R	6
1796.907	1.803	fixations	n/a	n/a	n/a	n/a	n/a
1798.807	17.903	sharingrating2	1816.789	3	66	F	3
1819.739	2.341	fixations	n/a	n/a	n/a	n/a	n/a
1822.189	17.891	sharingrating2	1840.172	3	101	R	6
1843.205	1.356	fixations	n/a	n/a	n/a	n/a	n/a
1844.672	17.889	sharingrating2	1862.655	3	34	F	6
1865.588	1.977	fixations	n/a	n/a	n/a	n/a	n/a
1867.605	1.96	intro&rest	n/a	n/a	n/a	n/a	n/a
