onset	duration	trial_type	onset_response	response_time	news_no	news_type	value
0.036	4.963	intro&rest	n/a	n/a	n/a	n/a	n/a
5.102	17.897	sharingrating1	23.102	3	42	F	2
26.135	2.016	fixations	n/a	n/a	n/a	n/a	n/a
28.251	17.9	sharingrating1	46.251	3	7	R	1
49.284	2.766	fixations	n/a	n/a	n/a	n/a	n/a
52.151	17.899	sharingrating1	70.15	3	43	F	5
73.183	1.528	fixations	n/a	n/a	n/a	n/a	n/a
74.817	17.894	sharingrating1	92.816	3	98	R	1
95.849	2.962	fixations	n/a	n/a	n/a	n/a	n/a
98.899	17.912	sharingrating1	116.899	3	37	F	6
119.932	2.606	fixations	n/a	n/a	n/a	n/a	n/a
122.632	17.906	sharingrating1	140.631	3	117	R	3
143.564	1.846	fixations	n/a	n/a	n/a	n/a	n/a
145.514	17.896	sharingrating1	163.514	3	83	F	1
166.547	1.42	fixations	n/a	n/a	n/a	n/a	n/a
168.064	17.903	sharingrating1	186.063	3	35	F	2
189.096	2.359	fixations	n/a	n/a	n/a	n/a	n/a
191.546	17.909	sharingrating1	209.546	3	109	R	2
212.579	2.722	fixations	n/a	n/a	n/a	n/a	n/a
215.396	17.905	sharingrating1	233.395	3	93	R	1
236.428	2.006	fixations	n/a	n/a	n/a	n/a	n/a
238.528	17.906	sharingrating1	256.544	3	8	R	1
259.578	1.885	fixations	n/a	n/a	n/a	n/a	n/a
261.561	17.902	sharingrating1	279.56	3	18	R	2
282.594	1.869	fixations	n/a	n/a	n/a	n/a	n/a
284.56	17.903	sharingrating1	302.576	3	50	F	4
305.61	2.239	fixations	n/a	n/a	n/a	n/a	n/a
307.943	17.906	sharingrating1	325.942	3	120	R	2
328.975	2.748	fixations	n/a	n/a	n/a	n/a	n/a
331.809	17.914	sharingrating1	349.808	3	122	F	1
352.842	1.751	fixations	n/a	n/a	n/a	n/a	n/a
354.691	17.902	sharingrating1	372.691	3	97	R	2
375.724	2.086	fixations	n/a	n/a	n/a	n/a	n/a
377.907	17.903	sharingrating1	395.907	3	17	R	2
398.99	1.368	fixations	n/a	n/a	n/a	n/a	n/a
400.457	17.901	sharingrating1	418.456	3	110	R	1
421.489	1.514	fixations	n/a	n/a	n/a	n/a	n/a
423.106	17.897	sharingrating1	441.105	3	71	F	5
444.139	2.179	fixations	n/a	n/a	n/a	n/a	n/a
446.422	17.896	sharingrating1	464.421	3	21	R	3
467.455	2.499	fixations	n/a	n/a	n/a	n/a	n/a
470.038	17.916	sharingrating1	488.037	3	23	R	6
491.071	1.174	fixations	n/a	n/a	n/a	n/a	n/a
492.354	17.891	sharingrating1	510.353	3	111	R	1
513.387	1.468	fixations	n/a	n/a	n/a	n/a	n/a
514.953	17.902	sharingrating1	532.953	3	132	F	1
535.986	2.251	fixations	n/a	n/a	n/a	n/a	n/a
538.336	17.901	sharingrating1	556.335	3	11	R	1
559.368	2.049	fixations	n/a	n/a	n/a	n/a	n/a
561.518	17.899	sharingrating1	579.518	3	130	F	2
582.551	1.557	fixations	n/a	n/a	n/a	n/a	n/a
584.201	17.907	sharingrating1	602.2	3	87	F	1
605.234	2.395	fixations	n/a	n/a	n/a	n/a	n/a
607.717	17.912	sharingrating1	625.717	3	40	F	2
628.75	1.829	fixations	n/a	n/a	n/a	n/a	n/a
630.666	17.913	sharingrating1	648.683	3	133	F	1
