onset	duration	trial_type	onset_response	response_time	news_no	news_real/fake	value
5.092	17.907	fakerating	23.092	3	75	F	1
28.508	17.904	fakerating	46.508	3	36	F	1
51.324	17.904	fakerating	69.324	3	77	F	4
73.89	17.898	fakerating	91.89	3	53	F	2
96.59	17.892	fakerating	114.589	3	62	F	3
119.856	17.91	fakerating	137.872	3	33	F	1
143.455	17.91	fakerating	161.471	3	89	F	2
167.087	17.901	fakerating	185.087	3	90	F	1
189.837	17.907	fakerating	207.854	3	76	F	2
212.854	17.908	fakerating	230.852	3	63	F	1
241.035	17.909	realrating	259.035	3	115	R	3
263.634	17.879	realrating	281.617	3	116	R	2
286.884	17.904	realrating	304.883	3	112	R	5
309.5	17.89	realrating	327.499	3	113	R	3
332.366	17.894	realrating	350.348	3	102	R	5
355.482	17.907	realrating	373.498	3	118	R	2
379.331	17.9	realrating	397.33	3	121	R	5
403.03	17.9	realrating	421.03	3	114	R	4
425.846	17.895	realrating	443.846	3	134	R	5
448.862	17.902	realrating	466.862	3	119	R	3
477.095	17.887	realrating	495.094	3	105	R	5
499.644	17.906	realrating	517.643	3	104	R	4
523.326	17.895	realrating	541.326	3	28	R	5
545.859	17.899	realrating	563.859	3	108	R	2
569.175	17.887	realrating	587.174	3	100	R	5
592.474	17.892	realrating	610.474	3	103	R	5
614.924	17.897	realrating	632.923	3	107	R	3
638.09	17.9	realrating	656.089	3	24	R	4
661.272	17.899	realrating	679.272	3	27	R	3
683.721	17.896	realrating	701.721	3	94	R	4
711.604	17.909	fakerating	729.62	3	131	F	3
735.02	17.907	fakerating	753.019	3	91	F	5
758.303	17.894	fakerating	776.302	3	127	F	3
781.935	17.905	fakerating	799.935	3	58	F	5
805.018	17.895	fakerating	823.017	3	61	F	3
828.3	17.897	fakerating	846.3	3	128	F	5
851.066	17.897	fakerating	869.066	3	85	F	3
874.666	17.894	fakerating	892.665	3	74	F	5
897.715	17.894	fakerating	915.714	3	57	F	4
921.414	17.907	fakerating	939.414	3	72	F	4
26.125	2.287	fixations	n/a	n/a	n/a	n/a	n/a
49.541	1.687	fixations	n/a	n/a	n/a	n/a	n/a
72.357	1.431	fixations	n/a	n/a	n/a	n/a	n/a
94.923	1.559	fixations	n/a	n/a	n/a	n/a	n/a
117.622	2.144	fixations	n/a	n/a	n/a	n/a	n/a
140.905	2.46	fixations	n/a	n/a	n/a	n/a	n/a
164.504	2.484	fixations	n/a	n/a	n/a	n/a	n/a
188.12	1.624	fixations	n/a	n/a	n/a	n/a	n/a
210.886	1.876	fixations	n/a	n/a	n/a	n/a	n/a
233.885	2.059	fixations	n/a	n/a	n/a	n/a	n/a
262.068	1.445	fixations	n/a	n/a	n/a	n/a	n/a
284.65	2.138	fixations	n/a	n/a	n/a	n/a	n/a
307.916	1.474	fixations	n/a	n/a	n/a	n/a	n/a
330.532	1.728	fixations	n/a	n/a	n/a	n/a	n/a
353.382	2.007	fixations	n/a	n/a	n/a	n/a	n/a
376.531	2.7	fixations	n/a	n/a	n/a	n/a	n/a
400.364	2.566	fixations	n/a	n/a	n/a	n/a	n/a
424.063	1.678	fixations	n/a	n/a	n/a	n/a	n/a
446.879	1.885	fixations	n/a	n/a	n/a	n/a	n/a
469.895	2.087	fixations	n/a	n/a	n/a	n/a	n/a
498.127	1.423	fixations	n/a	n/a	n/a	n/a	n/a
520.677	2.544	fixations	n/a	n/a	n/a	n/a	n/a
544.359	1.399	fixations	n/a	n/a	n/a	n/a	n/a
566.892	2.17	fixations	n/a	n/a	n/a	n/a	n/a
590.208	2.158	fixations	n/a	n/a	n/a	n/a	n/a
613.507	1.314	fixations	n/a	n/a	n/a	n/a	n/a
635.956	2.034	fixations	n/a	n/a	n/a	n/a	n/a
659.122	2.049	fixations	n/a	n/a	n/a	n/a	n/a
682.305	1.312	fixations	n/a	n/a	n/a	n/a	n/a
704.754	1.759	fixations	n/a	n/a	n/a	n/a	n/a
732.653	2.274	fixations	n/a	n/a	n/a	n/a	n/a
756.053	2.144	fixations	n/a	n/a	n/a	n/a	n/a
779.335	2.505	fixations	n/a	n/a	n/a	n/a	n/a
802.968	1.945	fixations	n/a	n/a	n/a	n/a	n/a
826.051	2.146	fixations	n/a	n/a	n/a	n/a	n/a
849.333	1.63	fixations	n/a	n/a	n/a	n/a	n/a
872.099	2.461	fixations	n/a	n/a	n/a	n/a	n/a
895.698	1.911	fixations	n/a	n/a	n/a	n/a	n/a
918.748	2.573	fixations	n/a	n/a	n/a	n/a	n/a
942.447	1.897	fixations	n/a	n/a	n/a	n/a	n/a
0.026	4.973	intro&rest	n/a	n/a	n/a	n/a	n/a
235.985	4.959	intro&rest	n/a	n/a	n/a	n/a	n/a
472.011	4.971	intro&rest	n/a	n/a	n/a	n/a	n/a
706.554	4.959	intro&rest	n/a	n/a	n/a	n/a	n/a
944.38	1.964	intro&rest	n/a	n/a	n/a	n/a	n/a
