onset	duration	trial_type	onset_response	response_time	news_no	news_type	value
1611.773	2.315	fixations	n/a	n/a	n/a	n/a	n/a
1614.173	17.915	sharingrating2	1632.189	3	44	F	5
1635.222	1.616	fixations	n/a	n/a	n/a	n/a	n/a
1636.922	17.916	sharingrating2	1654.938	3	10	R	1
1657.871	2.372	fixations	n/a	n/a	n/a	n/a	n/a
1660.338	17.905	sharingrating2	1678.338	3	5	R	3
1681.371	2.285	fixations	n/a	n/a	n/a	n/a	n/a
1683.738	17.918	sharingrating2	1701.753	3	101	R	3
1704.687	1.359	fixations	n/a	n/a	n/a	n/a	n/a
1706.153	17.893	sharingrating2	1724.153	3	73	F	3
1727.186	1.989	fixations	n/a	n/a	n/a	n/a	n/a
1729.27	17.905	sharingrating2	1747.269	3	99	R	3
1750.302	2.397	fixations	n/a	n/a	n/a	n/a	n/a
1752.802	17.897	sharingrating2	1770.802	3	30	R	4
1773.835	2.627	fixations	n/a	n/a	n/a	n/a	n/a
1776.568	17.894	sharingrating2	1794.567	3	14	R	3
1797.601	1.803	fixations	n/a	n/a	n/a	n/a	n/a
1799.501	17.903	sharingrating2	1817.5	3	69	F	4
1820.533	1.396	fixations	n/a	n/a	n/a	n/a	n/a
1822.017	17.912	sharingrating2	1840.033	3	6	R	3
1843.066	1.524	fixations	n/a	n/a	n/a	n/a	n/a
1844.699	17.891	sharingrating2	1862.682	3	65	F	6
1865.615	2.052	fixations	n/a	n/a	n/a	n/a	n/a
