onset	duration	trial_type	onset_response	response_time	news_no	news_type	value
0.038	4.961	intro&rest	n/a	n/a	n/a	n/a	n/a
5.104	17.895	realrating	23.104	3	108	R	4
26.137	2.17	fixations	n/a	n/a	n/a	n/a	n/a
28.42	17.887	realrating	46.403	3	24	R	4
49.436	2.049	fixations	n/a	n/a	n/a	n/a	n/a
51.586	17.899	realrating	69.586	3	107	R	2
72.519	2.034	fixations	n/a	n/a	n/a	n/a	n/a
74.652	17.901	realrating	92.651	3	28	R	4
95.685	1.398	fixations	n/a	n/a	n/a	n/a	n/a
97.185	17.898	realrating	115.184	3	105	R	3
118.217	1.423	fixations	n/a	n/a	n/a	n/a	n/a
119.734	17.906	realrating	137.734	3	104	R	4
140.767	2.545	fixations	n/a	n/a	n/a	n/a	n/a
143.417	17.895	realrating	161.416	3	94	R	5
164.449	1.759	fixations	n/a	n/a	n/a	n/a	n/a
166.333	17.875	realrating	184.315	3	100	R	4
187.349	2.158	fixations	n/a	n/a	n/a	n/a	n/a
189.615	17.892	realrating	207.615	3	103	R	4
210.648	1.314	fixations	n/a	n/a	n/a	n/a	n/a
212.065	17.897	realrating	230.064	3	27	R	3
233.097	1.312	fixations	n/a	n/a	n/a	n/a	n/a
234.447	4.962	intro&rest	n/a	n/a	n/a	n/a	n/a
239.514	17.895	fakerating	257.513	3	127	F	3
260.546	2.505	fixations	n/a	n/a	n/a	n/a	n/a
263.163	17.888	fakerating	281.162	3	57	F	1
284.196	2.573	fixations	n/a	n/a	n/a	n/a	n/a
286.862	17.907	fakerating	304.862	3	131	F	2
307.895	2.274	fixations	n/a	n/a	n/a	n/a	n/a
310.278	17.891	fakerating	328.278	3	85	F	1
331.311	2.461	fixations	n/a	n/a	n/a	n/a	n/a
333.877	17.895	fakerating	351.877	3	74	F	1
354.91	1.911	fixations	n/a	n/a	n/a	n/a	n/a
356.91	17.911	fakerating	374.91	3	58	F	1
377.843	1.945	fixations	n/a	n/a	n/a	n/a	n/a
379.893	17.895	fakerating	397.892	3	61	F	3
400.825	2.146	fixations	n/a	n/a	n/a	n/a	n/a
403.059	17.912	fakerating	421.058	3	91	F	1
424.008	2.144	fixations	n/a	n/a	n/a	n/a	n/a
426.258	17.894	fakerating	444.257	3	128	F	2
447.291	1.63	fixations	n/a	n/a	n/a	n/a	n/a
449.024	17.897	fakerating	467.023	3	72	F	1
470.057	1.897	fixations	n/a	n/a	n/a	n/a	n/a
471.991	4.963	intro&rest	n/a	n/a	n/a	n/a	n/a
477.04	17.914	fakerating	495.039	3	63	F	3
498.072	2.059	fixations	n/a	n/a	n/a	n/a	n/a
500.222	17.909	fakerating	518.222	3	75	F	1
521.255	2.287	fixations	n/a	n/a	n/a	n/a	n/a
523.638	17.904	fakerating	541.638	3	90	F	1
544.671	1.624	fixations	n/a	n/a	n/a	n/a	n/a
546.388	17.907	fakerating	564.387	3	77	F	4
567.42	1.431	fixations	n/a	n/a	n/a	n/a	n/a
568.954	17.897	fakerating	586.953	3	53	F	2
589.986	1.559	fixations	n/a	n/a	n/a	n/a	n/a
591.636	17.909	fakerating	609.636	3	76	F	1
612.669	1.875	fixations	n/a	n/a	n/a	n/a	n/a
614.635	17.909	fakerating	632.652	3	62	F	3
635.685	2.144	fixations	n/a	n/a	n/a	n/a	n/a
637.918	17.911	fakerating	655.934	3	33	F	2
658.968	2.459	fixations	n/a	n/a	n/a	n/a	n/a
661.534	17.893	fakerating	679.517	3	89	F	1
682.55	2.484	fixations	n/a	n/a	n/a	n/a	n/a
685.133	17.901	fakerating	703.133	3	36	F	2
706.066	1.689	fixations	n/a	n/a	n/a	n/a	n/a
707.783	4.972	intro&rest	n/a	n/a	n/a	n/a	n/a
712.849	17.906	realrating	730.849	3	102	R	4
733.882	2.008	fixations	n/a	n/a	n/a	n/a	n/a
735.982	17.908	realrating	753.998	3	115	R	5
757.031	1.445	fixations	n/a	n/a	n/a	n/a	n/a
758.581	17.895	realrating	776.58	3	118	R	4
779.614	2.699	fixations	n/a	n/a	n/a	n/a	n/a
782.414	17.899	realrating	800.413	3	113	R	5
803.346	1.729	fixations	n/a	n/a	n/a	n/a	n/a
805.18	17.895	realrating	823.179	3	121	R	4
826.212	2.567	fixations	n/a	n/a	n/a	n/a	n/a
828.879	17.9	realrating	846.878	3	119	R	4
849.812	2.088	fixations	n/a	n/a	n/a	n/a	n/a
852.011	17.889	realrating	869.994	3	116	R	5
873.028	2.137	fixations	n/a	n/a	n/a	n/a	n/a
875.261	17.904	realrating	893.26	3	114	R	5
896.193	1.684	fixations	n/a	n/a	n/a	n/a	n/a
897.977	17.9	realrating	915.976	3	112	R	5
919.009	1.474	fixations	n/a	n/a	n/a	n/a	n/a
920.576	17.907	realrating	938.592	3	134	R	5
941.625	1.885	fixations	n/a	n/a	n/a	n/a	n/a
943.542	1.968	intro&rest	n/a	n/a	n/a	n/a	n/a
